Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
2/10/1940,Italy,Savoia,Savoia  Marchetti SM,Near Cosenza Italy,SA Littoria Ala,0,10,10
2/27/1940,Columbia,Boeing,Boeing 247DC 79,Near Bucaramanga Columbia,SCADTA,0,11,11
3/1/1940,Gulf of Omani,Handley Page,Handley Page HP 42G,Gulf of OmanImperial Airways,Imperial Airways,0,8,8
3/16/1940,Italy,Savoia Marchetti SM,Savoia Marchetti SM 73I  SUTO,Stromboli Island Italy,Littoria Ala,0,14,14
4/22/1940,Scotland,Lockheed 14 Super,Lockheed 14 Super ElectraG AFKD,Near Loch Lomond Scotland,Airways Overseas British,0,5,5
6/2/1940,California,Douglas,Douglas DC 5?,El Segundo California,Company Aircraft Douglas,0,5,5
6/14/1940,Gulf,Junkers,Junkers JU 52/3mgeOH,Off Prangli Island Gulf,Estonia         Finland of Aero O-Y,0,9,9
6/20/1940,France,Dewoitine,Dewoitine D 338F,Near Ouistreham France,Air France,0,1,1
7/7/1940,Gulf Of Tonkin,Dewoitine,Dewoitine D 338F,Gulf of TonkinAir France,Air France,0,4,4
8/9/1940,Germany,Douglas,Douglas DC 2,Hannover Germany,Deutsche Lufthansa,0,2,13
8/13/1940,Australia,Lockheed Hudson,Lockheed Hudson A16 97?,Near Canberra Australia,Force Air Australian Royal - Military,0,10,10
8/22/1940,N/A,Lockheed 10 Electra,Lockheed 10 Electra YU SBC,Gospic,Coatia Aeroput,0,11,11
8/23/1940,Romania,Douglas,Douglas DC 3YR,Cluj Romania,LARES,0,15,15
8/31/1940,Virginia,Douglas,Douglas DC 3NC21789,Near Lovettsville Virginia,Pennsylvania Central Airlines,0,25,25
10/22/1940,Croatia,Lockheed 10,Lockheed 10 ElectraYU SBE,Osijek Croatia,Aeroput,0,7,12
10/29/1940,China,Douglas,Douglas DC 2NC14297,Near Changyi China,Corporation Aviation National China,0,9,14
10/29/1940,Germany,Douglas,Douglas DC 3D,Berlin Germany,Deutsche Lufthansa,0,2,15
11/4/1940,Bolivia,Junkers,Junkers Ju 52/3mCB,Near Rincon Bolivia,SA Boliviano Aero Lloyd,0,17,17
11/4/1940,Utah,Douglas,Douglas DC 3NC16086,Near Centerville Utah,United Air Lines,0,10,10
11/8/1940,Germany,Junkers,Junkers JU 90A,Brandenburg Germany,Deutsche Lufthansa,0,29,29
11/8/1940,Brazil,Junkers,Junkers Ju53/2mPP SPF,Rio de Janeiro Brazil,VASP,0,18,18
11/27/1940,Mediterranean Sea,Farman,Farman F 224F,Mediterranean SeaAir France,Air France,0,6,6
12/4/1940,Illinois,Douglas,Douglas DC 3ANC25678,Chicago Illinois,United Air Lines,0,10,16
12/24/1940,Italy,Savoia,Savoia  Marchetti SM.75 I,Capri Island Italy,Littolia Ala,0,7,7
1/10/1941,Mediterranean Sea,Savoia,Savoia  Marchetti SM,Mediterranean SeaLATI,LATI,0,16,16
1/15/1941,Brazil,Savoia,Savoia  Marchetti SM,Off  Fernando de Noronha Brazil,LATI,0,10,10
1/17/1941,Hungary,Junkers,Junkers JU 52/3mHA,Near Nagyvarad Hungary,Malert Airlines,0,12,16
1/20/1941,China,Ford,Ford 5 AT Tri,Near Kian China,Corporation Aviation National China,0,5,6
1/23/1941,Missouri,Douglas,Douglas DC 3,Near Robertson Missouri,Trans Continental and Western Air,0,2,13
2/6/1941,ON,Lockheed,Lockheed 14 H2 Super ElectraCF,Armstrong ON,Canada Trans Canada Air Lines,0,12,12
2/26/1941,Georgia,Douglas,Douglas DC 3NC28394,Atlanta Georgia,Eastern Air Lines ,0,9,16
3/1/1941,Norway,Junkers,Junkers JU 52/3mD,Trontheim Norway,Deutsche Lufthansa,0,3,12
3/28/1941,South,Lockheed 18,Lockheed 18 LodestarZS AST,Elands Bay South,Airways African AfricaSouth,0,10,10
6/3/1941,Atlantic Ocean,De Havilland,de Havilland DH 84 DragonG,Atlantic OceanGreat West Virgin Islandsiaern and Southern Air Lines,Great Western and Southern Air Lines,0,6,6
6/18/1941,Romania,Douglas,Douglas DC 3YR,Bucharest Romania,LARES,0,0,18
6/21/1941,Sea of Japan,Mitsubishi,Mitsubishi MC 20M,Sea of JapanManchurian Air Lines,Manchurian Air Lines,0,18,18
7/30/1941,Italy,Macchi,Macchi C.100I PACE,Rome Italy,Littoria Ala,0,5,25
8/10/1941,Scotland,Consolidated,Consolidated LB 30A LiberatorAM261,Arran Scotland,Force Air -Royal Military,0,22,22
8/14/1941,Scotland,Consolidated,Consolidated LB 30A LiberatorAM260,Ayr Scotland,Force Air Royal - Military,0,22,22
8/18/1941,Brazil,Lockheed 18,Lockheed 18 LodeStarPP PBD,Near Sao Paulo Brazil,Brasil do Panair,0,8,14
8/27/1941,Australila,de Havilland DH.80 Puss,de Havilland DH.80 Puss MothVH UQL,Coen Australila,Australia of Airlines,0,3,3
9/1/1941,France,Bloch,Bloch 220F AQNL,Bollemont France,Air France,0,15,17
9/1/1941,Argyll,Consolidated,Consolidated 32 2 Liberator IAM,Campbeltown Argyll,Scotland British Overseas Airways,0,10,10
10/3/1941,Puerto Rico,Sikorsky,Sikorsky S 42B (flying boat)NC15376,San Juan Puerto Rico Rico,Pan American World Airways,0,2,15
10/28/1941,Bulgaria,Junkers,Junkers JU 53/3mD,Near Petrich bulgaria,Deutsche Lufthansa,0,13,13
10/30/1941,Ontario,Douglas,Douglas DC 3NC25663,St. Thomas Ontario,Canada American Airlines,0,20,20
10/30/1941,Minnesota,Douglas,Douglas DC 3NC21712,Near Moorhead Minnesota,Northwest Orient Airlines,0,14,15
11/29/1941,Turkmenistan,Tupolev,Tupolev ANT 6CP,Chardzhou Turkmenistan,Aeroflot,0,7,36
12/11/1941,Florida,?NC21V,?NC21V,Miami Florida,Airways American Pan,0,3,3
12/26/1941,Kazakhstan,Tupolev,Tupolev ANT 6CCCP,Baiserke Kazakhstan,Aeroflot,0,26,34
12/29/1941,Indonesia,Short,Short S 23 Empire Flying Boat G,Sabang Indonesia,BOAC,0,4,4
1/16/1942,Nevada,Douglas,Douglas DC 3NC1946,Near Las Vegas Nevada,Trans Continental and Western Air,0,22,22
1/20/1942,Indonesia,Lockheed,Lockheed HudsonA16 79,Kupang Indonesia,Force Air Australian Royal - Military,0,11,11
1/26/1942,Timor,Grumman,Grumman G 21 GoosePK,Kupang Timor,KNILM,0,5,5
1/30/1942,Timor,Short,Short S 23 (flying boat)G,Near Kupang Timor,Qantas,0,13,18
2/15/1942,near,Consolidated,Consolidated LiberatorG AGDR,English Channel near,England          Plymouth British Overseas Airways,0,9,9
2/19/1942,China,Douglas,Douglas DC 245,Zhengzhou-Xinzheng China,Corporation Aviation National China,0,1,1
2/20/1942,Brisbane,deHavilland,deHavilland DH 86VH,Off Belmont Brisbane,Australia Qantas,0,9,9
2/28/1942,Indian Ocean,Short,Short S 23 (flying boat)G,Indian OceanBritish Overseas Airways,British Overseas Airways,0,20,20
3/3/1942,Australia,Douglas,Douglas DC 3PK,Wyndham Australia,KNILM,0,8,12
3/3/1942,Australia,Consolidated,Consolidated B 24 Liberator40,Off Broome Australia,U.S. Air Force - Military,0,20,21
3/14/1942,China,Douglas,Douglas DC 2,Kunming China,Corporation Aviation National China,0,13,17
4/21/1942,Australia,Lockheed 14,Lockheed 14 ElectraVH ADY,Pine Creek Australia,Limited Airways Guinea,0,12,12
5/1/1942,Utah,Douglas,Douglas DST A,Salt Lake City Utah,United Air Lines,0,17,17
5/12/1942,Montana,Douglas,Douglas DC 3,Miles City Montana,Northwest Orient Airlines,0,3,14
5/19/1942,Italy,Savoia,Savoia  Marchetti SM,Near Rome Italy,LATI,0,20,20
7/1/1942,West Virgin Islandsia,Douglas,Douglas C 49E42,Near Premier West Virgin Islandsia Virgin Islandsia,U.S. Army Air Forces- Military,0,21,21
7/7/1942,Australia,Lockheed,Lockheed HudsonA16 198,Off Broken Head Australia,Force Air Australian Royal - Military,0,10,10
7/20/1942,England,Lockheed,Lockheed HudsonN7253,Llanfair England,Force Air Royal - Military,0,13,13
8/13/1942,Algeria,Liore et Olivier,Liore et Olivier H 246 Air BoatF,Algiers Algeria,Air France,0,4,10
8/21/1942,N/A,Siebel,Siebel Si 204?,?Deutsche Lufthansa,Deutsche Lufthansa,0,4,4
8/22/1942,Trinidad,Lockheed 14,Lockheed 14 ElectraPJ AIP,TrinidadKLM Royal Dutch Airlines,KLM Royal Dutch Airlines,0,13,13
8/23/1942,Scotland,Short,Short SunderlandW4026,Near Dunbeath Scotland,Force Air Royal - Military,0,14,15
9/24/1942,West Virgin Islandsia Africa,Short,Short S 30 (flying boat)G,Off West Virgin Islandsia AfricaBritish Overseas Airways,British Overseas Airways,0,19,19
9/27/1942,Algeria,Dewoitine,Dewoitine D 342F,Ameur el Ain Algeria,Air France,0,25,25
9/28/1942,Brazil,Lockheed 18,Lockheed 18 LoadstarPP PBG,Near Sao Paulo Brazil,SA Brasil do Panair,0,15,15
10/1/1942,China,Douglas,Douglas C 4769,Kunming China,Corporation Aviation National China,0,0,0
10/1/1942,Puerto,Douglas,Douglas C 39,Near Coamo Puerto Rico,U.S. Army Air Forces- Military,0,22,22
10/3/1942,U.S.A.foundland,Sirkorsky 44A (flying,Sirkorsky 44A (flying boat)NC41880,Botwood Newfoundland,American Export Airlines,0,11,37
10/22/1942,Russia,GVF,GVF PS 84CCCP,Yanaul Russia,Aeroflot,0,10,12
10/22/1942,Romania,Junkers,Junkers JU 52/3mD,Budapest Romania,Deutsche Lufthansa,0,17,17
10/23/1942,California,Douglas,Douglas DC 3 / Lockheed B,Palm Springs California,USAF - Military / American Airlines,0,12,13
10/24/1942,Colombia,Boeing,Boeing 247C 144,La Esperanza Colombia,Avianca,0,6,6
10/30/1942,Norway,Handley Page,Handley Page HP 57 HalifaxW7773,NorwayMilitary - Royal Air Force,Royal Air Force - Military,0,10,10
11/17/1942,Russia,Grazhdansky Vozdushnyi Flot,Grazhdansky Vozdushnyi Flot PS 84CCCP,Near Kranoyarsk Russia,Trassy Vozhjushnye Kranoyarskie,0,20,20
12/12/1942,Russia,Tupolev A.N.T.,Tupolev A.N.T. 20bisSSSR L,Near Tashkent Russia,Aeroflot,0,36,36
12/15/1942,Utah,Douglas,Douglas DC 3ANC16060,Fairfield Utah,Western Airlines ,0,17,19
12/19/1942,Austria,Junkers,Junkers JU 52/3mOY,Near Vienna Austria,DDL,0,2,16
12/20/1942,British,Lockheed,Lockheed 14 H2 Super ElectraCF,Near Chilliwack British,Canada          Columbia Canadian Pacific Air Lines,0,13,13
1/9/1943,Marine,Short,Short S 26 (flying boat)G,Near Cabo Ruivo Marine,Lisbon          Base,0,13,15
1/15/1943,Dutch,Douglas,Douglas C 54A42,Near Paramarino Dutch Guyana,U.S. Army Air Forces- Military,0,35,35
1/21/1943,California,Martin,Martin M 130 (flying boat)NC14715,Ukiah California,Pan American World Airways,0,19,19
1/22/1943,Peru,Douglas,Douglas DC 3ANC33645,Near Chaparra Peru,Pan American Grace Airlines,0,14,15
2/9/1943,U.S.A.foundland,Consolidated,Consolidated 32 3 Liberator IIAL,Near Gander Newfoundland,Airways Overseas British,0,19,21
2/18/1943,Washington,Boeing,Boeing XB 2941,Seattle Washington,Company Aircraft Boeing - Private,20,10,10
2/22/1943,Portugal,Boeing,Boeing B 314 (flying boat)NC18603,Lisbon Portugal,Pan American World Airways,0,25,39
3/11/1943,China,Douglas,Douglas C 5353,Luishui China,Corporation Aviation National China,0,3,3
3/13/1943,China,Douglas,Douglas C 5349,Himalaya China,Corporation Aviation National China,0,3,3
3/27/1943,Queensland,Douglas,Douglas C 47,Archerfield Aerodrome Queensland,Royal Australian Air Force - Military,0,24,24
4/4/1943,North Sea,Lockheed,Lockheed C 56B LodestarG,North SeaBritish Overseas Airways,British Overseas Airways,0,7,7
4/22/1943,U.S.A.,Short,Short S 23VH,Off Port Moresby New,GuineaQantas,0,13,31
6/1/1943,France,Douglas,Douglas DC 3G,Off the coast of FranceBritish Overseas Airways,British Overseas Airways,0,17,17
6/7/1943,North,Douglas,Douglas C 47A,Red Springs North Carolina,U.S. Army Air Forces- Military,0,20,20
6/14/1943,OLD,B,B  17C Flying Fortress12406,Near Mackay OLD, U.S. Army Air Forces - Military,0,40,41
6/16/1943,Sudan,Lockheed Hudson,Lockheed Hudson VIFK 459,Khartoum Sudan,Airways Overseas British,0,17,17
6/30/1943,Sudan,Lockheed Hudson,Lockheed Hudson VIFK 618,Khartoum Sudan,Airways Overseas British,0,16,16
7/4/1943,Gibraltar,Consolidated Liberator B24,Consolidated Liberator B24 CA L,Gibraltar?,N/A,0,12,13
7/27/1943,Alaska,Douglas,Douglas C 47 Skytrain41,Naknek AFB Alaska,U.S. Army - Military,0,11,11
7/28/1943,Ireland,Short,Short S 25 Sunderland 3 (flying boat)G,Brandon Head Ireland,Airways Overseas British,0,10,25
7/28/1943,Kentucky,Douglas,Douglas DC 3NC16014,Trammel Kentucky,American Airlines,0,20,22
8/1/1943,Romania,Consolidated,Consolidated B 24?,Ploesti Romania,U.S. Army Air Forces - Military,63,10,10
8/7/1943,Australia,Douglas,Douglas C 47,Off Townsville Australia,U.S. Air Force - Military,0,27,27
8/11/1943,China,Douglas,Douglas C 5348,Fort Hertz China,Corporation Aviation National China,0,3,3
8/14/1943,Greece,Savoia,Savoia  Marchetti SM.75 I,Rhode Islands Greece,LATI,0,17,17
8/27/1943,North Sea,Douglas,Douglas DC 3SE,North SeaAB Aerotransport,AB Aerotransport,0,7,7
8/27/1943,Brazil,Junkers,Junkers JU 52/3mPP,Rio de Janeiro Brazil,VASP,0,18,21
9/10/1943,Texas,Boeing,Boeing B 17F / Boeing B,Off Galveston Texas,U.S. Army Air Forces - Military,0,22,22
9/20/1943,North,Douglas,Douglas C 53D,Near Maxton North Carolina,U.S. Army Air Forces- Military,0,25,25
9/22/1943,India,Douglas,Douglas C 5342,Near Calcutta India,U.S. Army Air Forces - Military,0,20,20
10/15/1943,Tennessee,Douglas,Douglas DC3 G102NC16088,Near Centerville Tennessee,American Airlines,0,15,15
10/19/1943,Quebec,Consolidated,Consolidated B 243701,St. Donat Quebec,Canada Military - Royal Canadian Air Force,0,24,24
10/22/1943,Sweden,Douglas,Douglas DC 3SE,Hallo Sweden,AB Aerotransport,0,13,15
10/22/1943,Georgia,Douglas,Douglas C 47,Columbus Georgia,U.S. Army Air Forces - Military,0,20,20
11/5/1943,Libya,Short Sunderland,Short Sunderland 3G AGIB,Eastern LibyaBritish Overseas Airways,British Overseas Airways,0,19,19
11/8/1943,India,??,??,Poona India,Force Air Indian - Military,37,1,1
11/19/1943,China,Douglas,Douglas C 4763,Kunming China,Corporation Aviation National China,0,3,3
11/19/1943,China,Douglas,Douglas C 5359,Kunming China,Corporation Aviation National China,0,2,3
11/26/1943,U.S.A.,Lockheed,Lockheed L 18,Port Moresby New,GuineaQantas,0,15,15
12/17/1943,Scotland,Lockheed,Lockheed 18 56 LodestarG,Off Montrose Scotland,Airways Overseas British,0,10,10
12/18/1943,China,Douglas,Douglas C 4783,Suifu China,Corporation Aviation National China,0,3,3
12/19/1943,Australia,Douglas,Douglas C 47A,Canal Creek Australia,U.S. Air Force - Military,0,31,31
12/29/1943,Utah,Consolidated,Consolidated B 24 / Consolidated B,Lakeside Utah,U.S. Army - Military / U.S. Army Air Force - Military,0,25,25
1/15/1944,Yugoslavia,Junkers,Junkers JU 52/3mD,Belgrad Yugoslavia,Deutsche Lufthansa,0,5,5
2/10/1944,Tennessee,Douglas,Douglas DC 3NC21767,Memphis Tennessee,American Airlines,0,24,24
2/10/1944,Mozambique,Lockheed,Lockheed 14 H2 Super ElectraCR,Near Quelimane Mozambique,DETA,0,14,14
2/20/1944,China,Douglas,Douglas C 4775,ChinaChina National Aviation Corporation,China National Aviation Corporation,0,2,2
2/21/1944,Greece,Junkers,Junkers JU 52/3mD,Eubeoa Greece,Deutsche Lufthansa,0,16,16
3/22/1944,New Guinea,Consolidated,Consolidated B 24 Liberator?,New Guinea,U.S. Army - Military,0,21,21
4/6/1944,Alaska,Pilgrim,Pilgrim 100BNC742N,Near Nome Alaska,Pan American World Airways,0,6,6
4/17/1944,Yugoslavia,Junkers,Junkers JU 52/3mD,Belgrad Yugoslavia,Deutsche Lufthansa,0,5,7
4/21/1944,Norway,Douglas,Douglas DC 3D,Frederikstad Norway,Deutsche Lufthansa,0,9,20
4/25/1944,Canada,Consolidated,Consolidated Liberator?,Montreal Canada,Force Air Royal - Military,0,16,16
5/26/1944,China,Douglas,Douglas C 4782,Between Calcutta to Dinjan China,Corporation Aviation National China,0,12,12
5/27/1944,India,Douglas,Douglas DC 3?,Off Calcutta India,Corporation Aviation National China,0,14,14
6/6/1944,France,Douglas,Douglas C 47A,Carentan France,U.S. Army Air Forces - Military,0,22,22
6/6/1944,France,Douglas,Douglas C 47A42,Barneville France,U.S. Army Air Forces - Military,0,22,22
6/6/1944,France,Douglas,Douglas C 47A42,Flamanville France,U.S. Army Air Forces - Military,0,22,22
6/8/1944,China,Douglas,Douglas C 4785,Kunming China,Corporation Aviation National China,0,6,6
6/18/1944,China,Douglas,Douglas C 4771,Kweilin China,Corporation Aviation National China,0,2,4
6/20/1944,Brazil,Lockheed 10C,Lockheed 10C ElectraPP VAG,Porto Alegre Brazil,Varig,0,10,10
7/11/1944,Maine,Douglas,Douglas A 26B Invader 43,Portland Maine,U.S. Army - Military,19,2,2
7/23/1944,Papua New Guinea,R4D,R4D  539090,Nineteen miles W of Kokoda Papua New Guinea,U.S. Navy - Military,0,17,17
7/26/1944,North Atlantic Ocean,Douglas,Douglas C 54A,North Atlantic Ocean,U.S. Army Air Force - Military,0,26,26
7/27/1944,Scotland,Douglas,Douglas C 47A,Port Logan Scotland,U.S. Army Air Forces - Military,0,22,22
7/31/1944,Gilbert,Consolidated Catalina,Consolidated Catalina PB2Y 3R7233,Funafuti Gilbert,Pacific Ocean          Islands Pan American Airways,0,22,24
8/3/1944,Nebraska,Douglas,Douglas C 47A,Naper Nebraska,U.S. Army Air Forces - Military,0,28,28
8/8/1944,Cuba,Sikorsky,Sikorsky S 42 (flying boat)NC823M,Off Antilla Cuba,Pan American World Airways,0,17,31
8/12/1944,England,Consolidated,Consolidated PB4Y 132271,Blythburgh England,U.S. Navy - Military,0,2,2
8/23/1944,England,Consolidated,Consolidated B 24H42,Freckelton England,U.S. Air Force - Military,58,3,3
8/28/1944,Scotland,Douglas,Douglas C 54A,Preswick Scotland,U.S. Army Air Forces - Military,5,20,20
8/29/1944,Västergötland,Lockheed,Lockheed 18 56 LoadstarG,Near Lidköping Västergötland,British Overseas Airways,0,11,15
8/30/1944,Brazil,Lockheed 18,Lockheed 18 LodestarPP PBI,Sao Paulo Brazil,Brasil do Panair,0,18,18
9/2/1944,Yugoslavia,Junkers,Junkers JU52/3mD AUAW,Belgrad Yugoslavia,Deutsche Lufthansa,0,5,5
9/7/1944,Australia,C,C  47 Dakota DT,Near Mossman Queensland,Royal Netherlands East Indies Air Force - Military,0,20,20
9/17/1944,Kansas,Consolidated,Consolidated B 24 Liberator?,Copeland Kansas,U.S. Army - Military,2,13,13
9/18/1944,U.S.A.,Douglas,Douglas C 47A,Alaska,U.S. Air Force,0,19,19
9/21/1944,Brazil,Lockheed 18,Lockheed 18 LodestarPP PBH,Rio Doce Brazil,Brasil do Panair,0,17,17
9/27/1944,France,Focke,Focke  Wulf FW 200D,Near Dijon France,Deutsche Lufthansa,0,9,9
10/7/1944,India,Douglas,Douglas C 47101,Near Sadiya India,Corporation Aviation National China,0,3,3
10/10/1944,Bosnia,Junkers,Junkers JU 52/3mD,BosniaDeutsche Lufthansa,Deutsche Lufthansa,0,7,7
10/11/1944,Australia,Short,Short S 23 (flying boat)VH,Sydney Australia,Qantas,0,1,30
10/11/1944,Australia,Short S.23 Empire Flying,Short S.23 Empire Flying BoatVH ABB,Sydney Australia,Qantas,0,1,29
10/16/1944,Norway,Junkers,Junkers JU 52/3mD,Telemark Norway,Deutsche Lufthansa,0,15,15
10/17/1944,Hungary,Junkers,Junkers JU 52/3mD,Komarom,Hungary Deutsche Lufthansa,0,1,9
10/18/1944,England,Consolidated,Consolidated B24H42 50347,Birkenhead England,U.S. Army Air Forces - Military,0,24,24
11/4/1944,California,Douglas,Douglas DC 3NC28310,Hanford California,Trans Continental and Western Air,0,24,24
11/6/1944,Florida,Douglas,Douglas C 47 Skytrain (DC,Jacksonville Florida,U.S. Navy - Military,0,17,17
11/9/1944,Norway,?42,?42  52196,Seljord Norway,Corps Air U.S. Army - Military,0,0,0
11/10/1944,Yunan,Lockheed,Lockheed Hudson?,Near Kumming Yunan,China CATC,0,20,20
11/19/1944,England,Douglas,Douglas C 47A,Lewes England,U.S. Army Air Forces - Military,0,25,30
11/29/1944,Kenya,Lockheed 18,Lockheed 18 LodeStarG AGBW,Nairobi Kenya,BOAC,0,11,11
11/29/1944,Sweden,Focke,Focke  Wulf FW 200D,Off Falsterbo Sweden,Deutsche Lufthansa,0,10,10
11/29/1944,Nicaragua,Ford,Ford 5 AT,Tegucigalpa Nicaragua,TACA,0,16,16
11/30/1944,China,Douglas,Douglas C 4756,Dinjan China,Corporation Aviation National China,0,3,3
12/1/1944,California,Douglas,Douglas DC 3NC17322,Van Nuys California,Trans Continental and Western Air,0,9,17
12/3/1944,Atlantic Ocean,Avro 683,Avro 683 LancasterCF CMU,Atlantic OceanTrans-Canada Air Lines,Trans-Canada Air Lines,0,5,5
12/7/1944,Ukraine,Lisunov,Lisunov LI 2CCCP,Orlivka Ukraine,Aeroflot,0,16,16
12/15/1944,English Channel,UC,UC  64A Noorduyn Norseman44,English Channel,U.S. Army Air Forces - Military,0,3,3
1/6/1945,India,Douglas,Douglas C 4777,Near Dinjan India,Corporation Aviation National China,0,4,4
1/8/1945,Trinidad,Martin,Martin M 130 (flying boat)NC14716,Port of Spain Trinidad,Pan American World Airways,0,23,30
1/10/1945,California,Douglas,Douglas DC 3NC25684,Burbank California,American Airlines,0,24,24
1/14/1945,China,Douglas,Douglas C 4770,ChinaChina National Aviation Corporation,China National Aviation Corporation,0,4,6
1/16/1945,China,Douglas,Douglas C 47?,Near Kunming China,Corporation Aviation National China,0,3,3
1/23/1945,Indonesia,Consolidated,Consolidated LiberatorA72 70,Timor Indonesia,Force Air Australian Royal - Military,0,11,11
1/31/1945,Australia,Stinson Model,Stinson Model AVH UYY,Redesdale Australia,Airways National Australian,0,10,10
2/2/1945,Italy,Douglas,Douglas C 47,Near Montieri Italy,U.S. Army Air Forces - Military,0,23,26
2/6/1945,England,Douglas,Douglas C 47 DakotaKG630,Nunters Burgh England,Force Air -Royal Military,0,23,23
2/13/1945,California,Douglas,Douglas R4D 650765,Off Oakland California,U.S. Navy - Military,0,24,24
2/15/1945,Brazil,Lockheed 18,Lockheed 18 LoadstarPP NAE,Lagoa Santa Brazil,Brasileira Aerea Navegacao,0,11,11
2/23/1945,Virgin Islandsia,Douglas,Douglas DC 3NC18142,Marion Virgin Islandsia,American Airlines,0,17,22
2/23/1945,Morocco,Curtiss,Curtiss C 46A42,Casablanca Morocco,Force Air Army States United - Military,0,13,30
2/23/1945,Poland,Junkers 52/3m,Junkers 52/3m 4V+DR,Snezka mountains Poland,German Army - Military,0,8,8
3/27/1945,off Australia,Douglas,Douglas C 47A,Coral Sea off Australia,U.S. Air Force - Military,0,24,24
4/9/1945,China,Douglas,Douglas C 4788,Kunming China,Corporation Aviation National China,0,3,3
4/14/1945,West Virginia,Douglas,Douglas DC 3NC25692,Morgantown West Virginia,Pennsylvania Central Airlines,0,20,20
4/19/1945,Australia,Douglas,Douglas DC 339067,Near Perth Australia,U.S. Navy - Military,0,13,13
4/20/1945,Germany,Junkers,Junkers JU 53/3mD,Near Steinreich Germany,Lufthansa,0,18,20
4/20/1945,Texas,Douglas,Douglas C 47,Sweetwater Texas,U.S. Army Air Forces - Military,0,25,25
4/21/1945,Germany,Focke,Focke  Wulf FW 200D,Near Piesenkofen Germany,Deutsche Lufthansa,0,21,21
4/23/1945,Isle,B17G Flying,B17G Flying Fortress43 38856,North Barrule Isle,England         Man of Military - U.S. Air Force,0,31,31
4/27/1945,U.S.A.,Lockheed 18,Lockheed 18 LodestarNC33328,Washington D.C.Page Airways,Page Airways,0,6,13
5/5/1945,U.S.A.,Douglas,Douglas C 54E,Manus Island New Guinea,U.S. Army Air Forces- Military,0,21,21
5/6/1945,England,Curtiss,Curtiss  Wright C,Hindhead England,U.S. Army Air Forces - Military,1,30,30
5/9/1945,France,Avro,Avro LancasterRF230,Roye France,Force Air -Royal Military,0,31,31
5/13/1945,U.S.A.,Douglas,Douglas C 47B,Iran Jayas New Guinea,U.S. Army Air Forces- Military,0,20,23
5/30/1945,Ivory,Douglas,Douglas C 47B,Off Drewin Ivory Coast,U.S. Army Air Forces- Military,0,21,21
6/15/1945,China,Douglas,Douglas C 4781,ChinaChina National Aviation Corporation,China National Aviation Corporation,0,3,3
6/24/1945,Australia,De Havilland,de Havilland DH 86AVH,Gealdton Australia,Mac Robertson Miller Airlines,0,2,11
6/25/1945,England,Consolidated,Consolidated LB 30A LiberatorJT985,Swanage England,Force Air -Royal Military,0,27,27
6/29/1945,India,??,??,Bangalore India,Force Air Indian Royal - Military,36,2,2
6/30/1945,U.S.A.,Boeing,Boeing TB 29A Super Fortress44,Texas,U.S. Air Force - Military,0,12,12
7/4/1945,North Atlantic Ocean,Consolidated,Consolidated LB 30A LiberatorJT982,North Atlantic OceanMilitary -Royal Air Force,Royal Air Force - Military,0,15,15
7/11/1945,Kenya,Douglas,Douglas C 476812,Near Kisumu Kenya,Force Air African South - Military,0,28,28
7/12/1945,South,Douglas,Douglas DC 3,Near Florence South,Corps Air U.S. Army - Military / Lines Air CarolinaEastern,0,3,10
7/28/1945,U.S.A.,North American,North American B 25D bomber43,New York ,U.S. Army Air Forces- Military,11,3,3
8/1/1945,Mexico,Boeing,Boeing 247DXA DUY,Near San Luis Potosi Mexico,Mineras Aereas Lineas,0,12,12
8/3/1945,Martinique,Sikorsky,Sikorsky S 43 (flying boat)NC15066,Fort de France Martinique,Pan American World Airways,0,4,14
8/11/1945,Mexico,Douglas,Douglas DC 2,Ixtaccihuati Mexico,Mexicana,0,16,16
9/7/1945,South,Douglas,Douglas DC 3NC33631,Florence South,Lines Air CarolinaEastern,0,22,22
9/11/1945,U.S.A.,Douglas,Douglas C 47AA6556,Near Milne Bay New,Force Air Australian Royal - GuineaMilitary,0,11,11
9/15/1945,Missouri,Douglas,Douglas C 47B,Near Kansas Missouri,U.S. Army Air Forces - Military,0,23,24
9/18/1945,Papua,Douglas,Douglas C 47B,Puncak Jaya Papua,Force Air Australian Royal - GuineaMilitary New,0,29,29
9/28/1945,China,Curtiss,Curtiss C 46D42,Near Chihkiang China,Force Air Army States United - Military,0,20,20
10/5/1945,England,Consolidated,Consolidated LB 40,Elvetham England,Force Air -Royal Military,0,23,23
10/5/1945,Florida,Lockheed 18,Lockheed 18 LodestarNC18199,Lakeland Florida,National Airlines,0,2,15
10/7/1945,France,Short Stirling,Short Stirling IVLJ668,Rennes France,Force Air Royal - Military,0,26,26
10/13/1945,Belgium,Consolidated,Consolidated LB 30,Melsbroek Belgium,Force Air -Royal Military,0,31,31
10/16/1945,China,Curtiss,Curtiss  Wright C,Near Peking China,U.S. Army Air Forces - Military,0,59,59
10/20/1945,China,Douglas,Douglas C 47?,Between Shanghi and Canton China,Corporation Aviation National China,0,31,31
10/20/1945,Atlantic,Douglas,Douglas C 47BA65,Timor Sea Atlantic,Force Air Australian Royal - OceanMilitary,0,25,25
10/23/1945,India,Douglas,Douglas C 47BKJ957,Near Chiringa India,Force Air Royal - Military,0,14,14
