Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
1/10/1995,Inodnesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Off Flores Island Inodnesia,Merpati Nusantra Airlines,0,14,14
1/11/1995,Colombia,McDonnell Douglas,McDonnell Douglas DC 9,Cartagena Colombia,Aviacion de Intercontinental,0,51,52
1/14/1995,California,Bell,Bell 206BN2209P,Los Angeles California,Ltd. Aviation Air Wolfe - Taxi Air,0,2,4
1/17/1995,Nepal,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3009N,Kathmandu Nepal,Royal Nepal Airlines,0,2,24
1/20/1995,Russia,Let,Let 410UVPRA 67120,Near Krasnoyarsk Russia,Abakan Airlines,0,3,19
1/20/1995,France,Dassault Falcon,Dassault Falcon 20EF GHLN,Le Bourget France,Charter - Leadair,0,10,10
2/16/1995,Missouri,McDonnell Douglas,McDonnell Douglas DC 8,Kansas City Missouri,ATI,0,3,3
3/16/1995,Russia,Antonov,Antonov 26BRA 26084,Ossora Russia,Aeroflot,0,9,10
3/31/1995,Romania,Airbus,Airbus A310 324YR,Near Balotesti Romania,Romane) Aeriene (Transporturile Tarom,0,60,60
4/23/1995,Nigeria,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3005N,Lagos Nigeria,Helicopters Bristow,0,1,9
4/29/1995,Sri Lanka,Hawker Siddeley,Hawker Siddeley HS 748,Near Palaly AFB Sri Lanka,Force Air Lanka Sri - LankaMilitary,0,52,52
5/1/1995,Ontario,Swear.,Swear. SA 227CC Metro 23/Piper NavajoC,Sioux Falls Ontario,Canada Bearskin Airlines / Air Sandy,0,8,8
5/3/1995,Ecuador,Grumman Gulfstream,Grumman Gulfstream IIN409MA,Quito Ecuador,Jet American,0,7,7
5/9/1995,Colombia,Curtiss,Curtiss C 46FHK,Cerro San Jeronimo Colombia,Colombia ADES,0,9,9
5/13/1995,Idaho,Lockheed,Lockheed C 130E Hercules62,Near Boise Idaho,U.S. Air Force - Military,0,6,6
5/24/1995,England,Embraer 110 P1,Embraer 110 P1 BandeiranteG OEAA,Near Leeds England,Knight Air,0,12,12
5/25/1995,Colombia,Douglas,Douglas DC 3CHK,Miraflores Colombia,LACOL,0,2,11
5/29/1995,Senegal,Piper,Piper PA 31,Off Mbour Senegal,Senegalair,0,6,10
6/9/1995,New Zealand,de Havilland Canada,de Havilland Canada DHC 8,Near Palmerston North New Zealand,Ansett,0,5,21
6/16/1995,Russia,Antonov,Antonov AN 2RA,Herputchi Russia,Aeroflot,0,13,14
6/16/1995,Russia,Antonov,Antonov 2RCCCP 68142,Volgograd Russia,Volga Air,0,12,12
6/17/1995,Angola,CASA,CASA 212 200 AviocarT401,Near Cuvela Angola,Force Air Angolan - Military,0,48,48
6/24/1995,Nigeria,Tupolev,Tupolev TU 134ARA,Lagos Nigeria,Harka Air Services,0,16,80
6/27/1995,Dominican,Convair,Convair CV 440N356SA,La Romana Dominican,RepublicSalair,0,2,2
7/1/1995,Papua,de Havilland Canada,de Havilland Canada C 7A CaribouP2,Kiunga Papua,Aviation GuineaGaramut New,0,3,3
7/12/1995,New Guinea,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300P2,Gumey Papua New Guinea,Milne Bay Air,0,15,15
7/18/1995,Madagascar,Douglas,Douglas C 47A5R,Near Antananivo Madagascar,Force Air Madagascar - Military,0,34,34
7/25/1995,Papua,Britten,Britten  Norman BN,Near Karamui Papua,Airways GuineaTransniugini New,0,2,2
8/2/1995,South,Antonov,Antonov An 2RRA,Johannesburg South,AeroAfrica Air,0,3,3
8/9/1995,Indonesia,Hawker Siddeley,Hawker Siddeley HS 748 2APK,Near Kaimana Indonesia,Bourag Indonesia Airlines,0,10,10
8/9/1995,San,Boeing,Boeing B 737,Mt. Chichontepec San,El Salvador          Vincente Aviateca,0,65,65
8/14/1995,Colombia,Embraer 110P1,Embraer 110P1 BandeiranteHK 2594,Nevada del Huila Colombia,Colombia AIRES,0,10,10
8/21/1995,Georgia,Embraer,Embraer 120 RT BrasiliaN256AS,Near Carrollton Georgia,Atlantic Southeast Airlines ,0,10,29
9/1/1995,Alaska,Shorts,Shorts SC 7 SkyvanN30GA,Near Farewell Alaska,Cargo Air Star North,0,1,1
9/2/1995,Arizona,Cessna 421C Golden,Cessna 421C Golden EagleN6234G,Beaver Dam Arizona,Adventure Airlines,0,8,8
9/2/1995,Canada,British Aerospace Nimrod,British Aerospace Nimrod MR 2PXV239,Toronto Ontario,Canada Military - Royal Air Force,0,7,7
9/9/1995,Colombia,CASA 212 Aviocar,CASA 212 Aviocar 200FAC1152,Near La Macarena Colombia,SAETA,0,21,22
9/11/1995,Afghanistan,Antonov,Antonov AN 26BYA,Jalalabad Afghanistan,Ariana Afghan Airlines,0,3,51
9/12/1995,Sri Lanka,Antonov,Antonov AN 32CR861,Off Colombo Sri Lanka,Force Air Lanka Sri - LankaMilitary,0,81,81
9/21/1995,Mongolia,Antonov,Antonov AN 24RVBNMAU,Near Moron Mongolia,Mongolian Airlines - MIAT,0,42,43
9/22/1995,Alaska,Boeing,Boeing B 707 (E,Anchorage Alaska,U.S. Air Force - Military,0,24,24
9/24/1995,Russia,Mil,Mil Mi 8TRA,Sterligov Cape Russia,Company Flight Norilsk,0,15,15
9/27/1995,British,De Havilland,De Havilland Dash 3C,Campbell River British,Canada          Columbia Western Straits Air,0,8,10
10/3/1995,Indonesia,CASA,CASA 212PK ZAG,Gunung Antara Indonesia,Charter Air Raya Merauke Sabang,0,1,14
10/4/1995,Kirghizia,Mil,Mil Mi 8MTV,Barskoon Kirghizia,Kirghizia  Aba Zaoldoru,0,15,15
11/9/1995,Argentina,Fokker,Fokker F 27 Friendship 500TC,Near Luyaba Argentina,Force Air Argentine - Military,0,53,53
11/12/1995,Connecticut,McDonnell Douglas,McDonnell Douglas MD 83N566AA,East Granby Connecticut,American Airlines,0,0,78
11/13/1995,Nigeria,Boeing,Boeing B 737,Kaduna Nigeria,Airways Nigeria,0,9,137
11/22/1995,Sri Lanka,Antonov,Antonov AN 32CR862,Off Jaffna Peninsula  Sri Lanka,Force Air Lanka Sri - LankaMilitary,0,63,63
11/29/1995,Malaysia,Bell 412,Bell 412 (helicopter)9M AYW,Off Labuan Malaysia,Sabah Air,0,10,10
11/30/1995,Azerbaijan,Boeing,Boeing 707 323C4K,Baku Azerbaijan,Azerbaijan Airlines,0,2,6
12/3/1995,Cameroon,Boeing,Boeing B 737,Near Douala Cameroon,Cameroon Airlines,0,72,78
12/5/1995,Azerbaijan,Tupolev,Tupolev TU 134B,Near Nakhichevan Azerbaijan, Azerbaijani Airlines,0,54,82
12/7/1995,Russia,Tupolev,Tupolev TU 154BRA,Near Grossevichi Russia,Aviation East Far,0,98,98
12/13/1995,Italy,Antonov,Antonov AN 24BYR,Verona  - Villafranca Italy,Air Banat Romanian,0,49,49
12/18/1995,Angola,Lockheed,Lockheed L 188C Electra9Q,Cahungula Angola,Trans Service Airlift,0,141,144
12/20/1995,Valle,Boeing,Boeing B 757,Near Buga Valle,Colombia         Cauca del American Airlines,0,160,164
12/22/1995,Papua,Britten Norman,Britten Norman BN 2A,Bagasin Papua,Airways GuineaIsland New,0,2,12
1/8/1996,Zaire,Antonov,Antonov AN 32BRA,Kinshasa Zaire,African Air,225,2,6
1/8/1996,Barbados,Britten,Britten  Norman BN,Off Bridgetown Barbados,Airways Mustique,0,1,10
1/18/1996,Nigeria,British Aerospace,British Aerospace BAe 125,Near Kano Nigeria,Force Air Nigerian - Military,0,14,14
1/22/1996,Sri Lanka,Mil,Mil Mi 17 (helicopter)CH,Off Point Pedro Sri Lanka,Force Air Lanka Sri - LankaMilitary,0,39,39
2/4/1996,Paraguay,McDonnell Douglas,McDonnell Douglas DC 8,Asuncion Paraguay,Caribe del Aereas Lineas,24,4,4
2/5/1996,Arizona,ConvairCV,ConvairCV  440N131T,St. Johns Arizona,Connection Air Business,0,4,4
2/6/1996,Domincan,Boeing,Boeing B 757,Off Puerto Rico Plata Domincan,leased from Birgen Air         Nacionales RepublicAlas,0,189,189
2/11/1996,Afghanistan,??,??,Near Kandahar Afghanistan,Militia Taliban - Military,0,20,20
2/12/1996,Hati,GAF Nomad,GAF Nomad N 24AN224E,Port-au-Prince Hati,Express Hati,0,11,15
2/26/1996,Sudan,Lockheed,Lockheed C 130H?,Near Jabal Awliya Sudan,Force Air Sudanese - Military,0,91,91
2/27/1996,Angola,Antonov,Antonov 12BPER ACE,Near Lukapa Angola,Aero Tropical,0,8,8
2/29/1996,Peru,Boeing,Boeing B 737,Arequipa Peru,Compania de Aviacion Faucett SA (Peru),0,123,123
3/9/1996,Peru,Mil,Mil Mi 17EP561,Near Mesones Muro Peru,Peruvian Army Aviation- Military,0,23,23
3/12/1996,Turkmenistan,Mil,Mil Mi 8T (helicopter)EZ,Karabogazgol Bay Turkmenistan,Akhal Air,0,12,12
4/3/1996,Croatia,Boeing,Boeing B 737,Near Dubrovnik Croatia,U.S. Air Force - Military,0,35,35
4/5/1996,Russia,Ilyushin,Ilyushin IL 76TDRA,Near Petropavlovsk Russia,Avialinii Krasnoyarskie,0,20,20
4/5/1996,Taiwan,Dornier,Dornier 228 212B,Off Matsu Island Taiwan,Formosa Airlines,0,6,17
4/11/1996,Wyoming,Cessna,Cessna 177BN35207,Cheyenne Wyoming,Private,0,3,3
5/3/1996,Sudan,Antonov,Antonov AN 24ST,Near Haj Yousif Sudan,Federal Airlines,0,53,53
5/9/1996,British,de Havilland Canada,de Havilland Canada DHC 3 OtterC,Near Terrace British,Canada          Columbia Buffalo Narrows Airways,0,2,2
5/10/1996,Mexico,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200XA,Otaez Mexico,Durango de Empresariales Aeroservicios,0,16,19
5/11/1996,Miami,McDonnell Douglas,McDonnell Douglas DC 9,Everglades Miami,Florida Valu,0,110,110
5/11/1996,New Guinea,Britten Norman,Britten Norman BN 2A,Oumba Papua New Guinea,Milne Bay Air,0,1,10
5/19/1996,United Arab Emirates,Britten,Britten  Norman BN,Griesta United Arab Emirates,KingdomLoganair,0,3,3
6/6/1996,Democratic Republic of Congo,Ilyushin,Ilyushin 76MDUR 76539,Kinshasa Democratic Republic of Congo,CongoHoseba Republic,0,10,10
6/9/1996,Iran,Boeing,Boeing 727 286EP,Rasht Iran,Iran Air,0,7,7
6/12/1996,Australia,Sikorsky,Sikorsky S 70 / Sikorsky S,Near Rollingstone Queensland,Australia Army Aviation - Military,0,18,28
6/13/1996,Japan,McDonnell Douglas,McDonnell Douglas DC 10,Fukuoka Japan,Garuda Indonesia Airlines,0,3,275
6/21/1996,China,Harbin Yunshuji,Harbin Yunshuji Y 12,Shanghai China,Airlines) (Feilong Aviation Dragon Flying China,0,2,12
7/6/1996,Florida,McDonnell Douglas,McDonnell Douglas MD 88N927DA,Pensacola Florida,Delta Air Lines ,0,2,142
7/9/1996,New Guinea,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300P2,Papua New Guinea,Milne Bay Air,0,20,20
7/11/1996,India,Let,Let 410VT ETC,Near Kanda India,Archana Airlines,0,9,9
7/15/1996,The,Lockheed,Lockheed C 130HCH,Near Eindhoven The,Force Air Belgian - NetherlandsMilitary,0,34,41
7/17/1996,Mexico,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300XA,Near Playa del Carmen Mexico,Aerolatino (Aerocaribe),0,1,18
7/17/1996,U.S.A.,Boeing,Boeing B 747,Off East Moriches New York,Trans World Airlines,0,230,230
7/20/1996,Alaska,Douglas,Douglas DC 6AN313RS,Russian Mission Alaska,Cargo Air Northern,0,4,4
7/24/1996,Manmar,Fokker,Fokker F 27 Friendship 600XY,Near Mergui Manmar,Airways Myanmar,0,8,49
8/12/1996,Canada,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300C,Markham Bay Canada,First Air,0,2,2
8/14/1996,British,Douglas,Douglas DC 4C,Near Bronson Creek British Canada,Canada          Columbia Air North,0,1,3
8/17/1996,Wyoming,Lockheed,Lockheed C 130H Hercules74,Near Jackson Hole Wyoming,U.S. Air Force - Military,0,9,9
8/18/1996,British,de Havilland Canada,de Havilland Canada DHC 3 Turbo OtterC,Near Alliford Bay British,Canada2Harbour Air          Columbia,0,3,3
8/19/1996,Yugosalvia,Ilyushin,Ilyushin IL 76TRA,Belgrade Yugosalvia,Spair Air transport,0,12,12
8/29/1996,Norway,Tupolev,Tupolev TU 154MRA,Near Longyearbyen Norway,Vnokovo Airlines ,0,141,141
9/25/1996,Netherlands,Douglas,Douglas DC 3CPH,Waddenzee Netherlands,Association Dakota Dutch,0,32,32
10/2/1996,Peru,Boeing,Boeing B 757,Off Pasamayo Peru,Aeroperu,0,70,70
10/3/1996,Congo,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 2009Q,Kahemba Congo,Aviation Malu,0,6,21
10/6/1996,Angola,Antonov,Antonov 12BRA 11101,Lukapa Angola,Savanair,0,6,19
10/8/1996,Italy,Antonov,Antonov AN 124RA,San Francesco al Campo Italy,Aeroflot,2,2,23
10/22/1996,Ecuador,Boeing,Boeing B 707,Manta Ecuador,Million Air,30,4,4
10/26/1996,Russia,Yakovlev,Yakovlev YAK 40RA,Khanty Russia,Aviatrans Tyumen,0,5,34
10/31/1996,Brazil,Fokker,Fokker 100PT MRK,Sao Paolo Brazil,TAM (Brazil),3,95,95
11/1/1996,Guatemala,Embraer 110P1,Embraer 110P1 BandeiranteTG TPA,Near Tikal Guatemala,TAPSA - Profesionales Areos Transported,0,16,16
11/7/1996,Nigeria,Boeing,Boeing B 727,Lagos Nigeria,Corporation Development Aviation,0,143,143
11/7/1996,France,Cessna 421C Golden,Cessna 421C Golden EagleHB LRX,Aubusson France,S.A. Jetcom,0,8,8
11/12/1996,India,Boeing,Boeing B 747,Near Charkhi Dadri India,Kazakhstan Airlines / Saudi Arabian Airlines,0,349,349
11/14/1996,Russia,Antonov,Antonov AN 2RA,Bolchaïa Pyssa Russia,Avia Komi,0,14,15
11/19/1996,Illinois,Beechcraft,Beechcraft 1900 C / Beech King Air A90N87GL / N1127D,Quincy Illinois,United Express,0,14,14
11/22/1996,CAMilitary,Lockheed,Lockheed HC 130P Hercules64,Off Cape Mendocino CAMilitary,U.S. Air Force - Military,0,10,11
11/23/1996,Comoros,Boeing,Boeing B 767,Off Mitsamiouli Comoros,Ethiopian Airlines,0,127,175
11/27/1996,Siberia,Ilyushin,Ilyushin IL 76MDRA,Abakan Siberia, Military - n Air Force,0,23,23
11/30/1996,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,Medellin Colombia,Colombia ACES,0,14,15
12/7/1996,Indonesia,CASA 212 Aviocar,CASA 212 Aviocar 100PK VSO,Banjarmasin Indonesia,Dirgantara Air Services,2,16,17
12/9/1996,Idaho,Douglas,Douglas C 47AN75142,Boise Idaho,Emery Worldwide,0,2,2
12/17/1996,Russia,Antonov,Antonov AN 12?,Tver Russia,Force Air Russian - Military,0,18,18
12/21/1996,Colombia,Antonov,Antonov An 32BHK,Rio Negro Colombia,SELVA,0,4,4
12/22/1996,Virgin Islandsia,McDonnell Douglas,McDonnell Douglas DC 8,Narrows Virgin Islandsia,Express Airborne,0,6,6
12/24/1996,India,Hindustan Aeronautics,Hindustan Aeronautics 748 2H1032,Near Nellore India,Force Air Indian - Military,0,22,22
12/24/1996,U.S.A.,Learjet,Learjet 35AN388LS,Dorchester New,Inc Group Charter HampshireAircraft,0,2,2
1/7/1997,Samoa,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3005W,Near Moamoa Samoa,Polynesian Airlines,0,3,5
1/9/1997,Michigan,Embraer 120RT,Embraer 120RT BrasiliaN265CA,Near Monroe Michigan,Comair,0,29,29
1/29/1997,Alaska,de Havilland Canada,de Havilland Canada DHC 4A CaribouN702SC,Sparrevohn Alaska,Southcentral Air,0,1,2
1/31/1997,Nigeria,Embraer 110P1A,Embraer 110P1A Bandeirante5N AXS,Yola Nigeria,Airways Express Skypower,0,5,16
2/1/1997,Senegal,Hawker Siddeley,Hawker Siddeley HS 748,Tambacoumba Senegal,Senegal Air,0,25,52
2/2/1997,Angola,CASA 212 Aviocar,CASA 212 Aviocar 200T 400,Near Quiangala Angola,Angola de Populaire Area Force,0,37,37
2/4/1997,Israel,Sikorsky CH53D / Sikorsky CH53D357 /,Sikorsky CH53D / Sikorsky CH53D357 / 903,Northern IsraelMilitary - Israel Air Force - Military -  Israel Air Force,Israel Air Force - Military,0,73,73
2/14/1997,Brazil,Boeing,Boeing B 737,Carajas Brazil,Varig,0,1,52
2/19/1997,Guatemala,IAI 1124,IAI 1124 WestwindYV 160CP,Guatemala City Guatemala,Transpolar,0,5,5
3/12/1997,Angola,Antonov,Antonov AN 12BD2,Lucapa Angola,ALADA,0,16,16
3/13/1997,Iran,Lockheed,Lockheed C 130HF?,Near Mashhad Iran,Force Air Iranian - Military,0,88,88
3/18/1997,Russia,Antonov,Antonov AN 24RVRA,Cherkessk Russia,Stavropol Airlines ,0,50,50
4/1/1997,Honduras,Lockheed,Lockheed C 130H Hercules88,Tegucigalpa Honduras,U.S. Air Force - Military,0,3,10
4/4/1997,Georgia,Aviation Traders,Aviation Traders ATL 98 CarvairN83FA,Griffin Georgia,Custom Air Service,0,2,2
4/10/1997,Alaska,Cessna 208B Caravan,Cessna 208B Caravan IN408GV,Near Wainwright Alaska,Hageland Aviation Services,0,5,5
4/14/1997,Democratic Republic of Congo,Fokker,Fokker F 27 Friendship 600D2,Brazzaville Democratic Republic of Congo,TAAG Angola Airlines,0,3,7
4/15/1997,Azerbaijan,Yakovlev,Yakovlev 404K 87504,Gyandzha Azerbaijan,Azerbaijan Airlines,0,6,6
4/16/1997,Niger,Lockheed,Lockheed C 130H Hercules5U,Near Sorei Niger,Force Air Niger - Military,0,14,14
4/19/1997,Indonesia,British Aerospace,British Aerospace ATPPK MTX,Tanjung Pandan Indonesia,Merpati Nusantra Airlines,0,15,53
4/23/1997,Afghanistan,Antonov,Antonov AN 26?,Near Konduz Afghanistan,Force Air Republican Afghan - Military,0,36,36
5/8/1997,China,Boeing,Boeing B 737,Huangtian China,China Southern Airlines ,0,35,74
6/6/1997,Congo,Vickers Viscount,Vickers Viscount 781D9Q CWL,Near Irumu Congo,Bazair,0,27,27
6/10/1997,Mongolia,Harbin Yunshuji,Harbin Yunshuji Y 12 IIJU,Mandalgobi Mongolia,Mongolian Airlines - MIAT,0,7,12
7/3/1997,India,Fokker,Fokker F 27 Friendship 200VT,Madh Island India,Elbee Airlines,0,2,2
7/6/1997,Colombia,Mil,Mil Mi 17 (helicopter)?,Near Saravena Colombia,Colombian Army- Military,0,25,29
7/9/1997,Brazil,Fokker,Fokker 100PT WHK,Suzano Brazil,TAM (Brazil),0,1,60
7/11/1997,Cuba,Antonov,Antonov AN 24CU,Off Santiago de Cuba Cuba,Aviacion de Cubana,0,44,44
7/17/1997,Indonesia,Fokker,Fokker F 27 Friendship 600PK,Bandung Indonesia,Sempati Air,0,30,50
7/29/1997,Nigeria,BAC,BAC One Eleven 203AE5N,Calabar  Nigeria,ADC Airlines,0,1,55
7/30/1997,Italy,Aerospatiale,Aerospatiale ATR 42,Florence Italy,Littoral Air,0,1,17
8/6/1997,Guam,Boeing,Boeing B 747,Agana Guam,Korean Airlines,0,228,254
8/7/1997,Florida,McDonnell Douglas,McDonnell Douglas DC 8,Miami Florida,Fine Air,1,4,4
8/10/1997,Taiwan,Dornier,Dornier Do 228,Matsu Island Taiwan,Formosa Airlines,0,16,16
8/29/1997,Venezuela,Pilatus,Pilatus PC 6 Turbo Porter / Cessna 206FAC1115,Puerto Rico Inirida Venezuela,Satena,0,12,12
9/3/1997,Cambodia,Tupolev,Tupolev TU 134VN,Phnom Penh Cambodia,Vietnam Airlines ,0,65,66
9/6/1997,Malaysia,Dornier,Dornier 228 2129M,Near Miri Malaysia,Airways Borneo,0,10,10
9/12/1997,Zaire,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3009Q,Near Uvira Zaire,Commuter Air TMK,0,22,22
9/13/1997,Africa,Tupolev,Tupolev TU 154M / C,Off Namibia Africa,USAF - Military / Luftwaffe - Military,0,33,33
9/26/1997,Indonesia,Airbus,Airbus A300 B4,Buah Nabar Indonesia,Garuda Indonesia Airlines,0,234,234
10/8/1997,Colorado,Cessna 208B Caravan,Cessna 208B Caravan IN12022,Near Montrose Colorado,Scenic Airlines ,0,9,9
10/10/1997,Uruguay,McDonnell Douglas,McDonnell Douglas DC 9,Nuevo Berlin Uruguay,Austral Lineas Aeras (Argentina),0,74,74
10/10/1997,Taiwan,Lockheed,Lockheed C 130H Hercules1310,Taipei Taiwan,Force Air China of Republic - Military,0,5,5
10/12/1997,near,Rutan Long EZ (experimental,Rutan Long EZ (experimental aircraft)N555JD,Monterey Bay near,California         Grove Pacific Private,0,1,1
10/29/1997,Afghanistan,Yakovlev,Yakovlev YAK 40YA,Jalal-Abad Afghanistan,Ariana Afghan Airlines,0,2,26
11/8/1997,Alaska,Cessna 208B Caravan,Cessna 208B Caravan IN750GC,Near Barrow Alaska,Hageland Aviation Services,0,8,8
12/5/1997,Russia,Antonov,Antonov AN 124,Irkutsk-2 Russia,Force Air Russian - Military,44,23,23
12/9/1997,Canada,Embraer 110P1,Embraer 110P1 BandeiranteC GVRO,Little Grand Rapids Canada,Sowind Air,0,4,17
12/13/1997,Bolivia,Swearingen,Swearingen SA 226T Metro IICP,La Veriente Bolivia,STAP,0,10,19
12/15/1997,United Arab Emirates,Tupolev,Tupolev TU 154EY,Sharjah United Arab Emirates,Tajikistan Airlines,0,85,86
12/17/1997,Greece,Yakovlev,Yakovlev YAK 42UR,Fotina Greece,Aerosweet Airlines (LVOV),0,70,70
12/19/1997,Indonesia,Boeing,Boeing B 737,Near Palembang Indonesia,Silk,0,104,104
12/20/1997,Greece,Lockheed,Lockheed C 130H Hercules750,Tanagra Greece,Force Air Greek - Military,0,5,5
12/27/1997,off,Antonov,Antonov An 72ER,Atlantic Ocean off,Airways AngolaRenan,0,5,5
12/28/1997,Pacific Ocean,Boeing,Boeing B 747,Over the Pacific OceanUnited Arab Emirates Air Lines,United Air Lines,0,1,393
12/31/1997,Panama,Britten Norman,Britten Norman BN 2A TrislanderHP,Rio Sidra Panama,Parsa,0,10,10
1/13/1998,Pakistan,Antonov,Antonov AN 12BPYA,Tor Kach Pakistan,Ariana Afghan Airlines - Military,0,51,51
1/13/1998,Czech Republic,Let,Let 410UVPYV 928CP,Brno Czech Republic,International RepublicAeroservice,0,2,2
1/27/1998,Myanmar,Fokker,Fokker F 27 Friendship 600XY,Yangon (Rangoon) Myanmar,Airways Myanmar,0,16,45
2/2/1998,Philippines,McDonnell Douglas,McDonnell Douglas DC 9,Cagyan de Oro Philippines,Pacific Air,0,104,104
2/3/1998,Trento,Grummand,Grummand EA 6B163045/CY,Near Cavalese Trento,Italy Military - U.S. Marine Corps,20,0,2
2/4/1998,Portugal,Antonov,Antonov 12BPLZ SFG,Terceira Portugal,Luxor Air,0,7,7
2/5/1998,Spain,CASA,CASA 212 S1 Aviocar 100D,Near Navafria Spain,Force Air Spanish - Military,0,5,5
2/12/1998,Sudan,Antonov,Antonov AN 32?,Near Nasir Sudan,Force Air Sudan - Military,0,27,57
2/16/1998,Taiwan,Airbus,Airbus A300 622RB,Taipei Taiwan,China Airlines (Taiwan),7,196,196
3/10/1998,Kenya,Boeing,Boeing 707 336CSU,Mombasa Kenya,Memphis Air,0,6,6
3/18/1998,Taiwan,Saab340BB,Saab340BB  12255,Off Hsinchu Taiwan,Formosa Airlines,0,13,13
3/19/1998,Afghanistan,Boeing,Boeing B 727,Near Charasyab Afghanistan,Ariana Afghan Airlines,0,45,45
3/22/1998,Philippines,Airbus,Airbus A.320 214RP,Bacolod Philippines,Philippine Air Lines,3,0,127
3/28/1998,Peru,Antonov,Antonov AN 32OB,Piura Peru,Fuerza Aérea del Peru ,1,22,55
3/31/1998,Mexico,Convair,Convair CV 240,Near Mexico City Mexico,Carga de Mexicana Aérea Linea,0,2,4
4/20/1998,Colombia,Boeing,Boeing B 727,Near Bogota Colombia,Air France,0,53,53
5/5/1998,Peru,Boeing,Boeing B 737,Andoas Peru,Fuerza Aérea del Peru ,0,75,88
5/12/1998,Mauritania,Xian Yunshuji,Xian Yunshuji Y 7,Near Nema Mauritania,Force Air Mauritanian - Military,0,39,42
5/25/1998,Laos,Yakovlev,Yakovlev YAK 4034001,Near Longtiang Laos,Force Air Army Liberation People's Lao - Military,0,26,26
5/25/1998,North,Bell,Bell 206L 3N96CW,Indian Trail North,Inc. Helicopters US - Taxi CarolinaAir,0,5,5
5/26/1998,Mongolia,Harbin Yunshuji,Harbin Yunshuji Y 12 IIJU,Near Erdenet Mongolia,Mongolian Airlines - MIAT,0,28,28
6/18/1998,Canada,Swearingen,Swearingen SA 226TC Metroliner IIC,Montreal Canada,Propair,0,11,11
6/25/1998,Hawaii,Eurocopter,Eurocopter AS 350,Mt. Waialeale Hawaii,Ohana Helicopter Tours - Air Taxi,0,6,6
7/13/1998,United Arab Emirates,Ilyushin,Ilyushin 76MDUR 76424,Off Rasal United Arab Emirates,ATI Air Company,0,8,8
7/16/1998,Argentina,Rockwell Sabreliner,Rockwell Sabreliner 60LV WPO,Córdoba Argentina,Sur del Alas,0,3,3
7/17/1998,Eritrea,Ilyushin,Ilyushin II 76UR,Asmara Eritrea,Company Transport Aviation Ukraine,0,10,10
7/23/1998,Mexico,Shorts,Shorts SC 7 Skyvan 3,Pico de Orizaba Mexico,Force Air Mexican - Military,0,4,4
7/27/1998,England,Consolidated,Consolidated PBY 5A CatalinaVP,Southhampton England,Sailing Plane,0,4,18
7/28/1998,Spain,Swearingen SA.227AC Metro,Swearingen SA.227AC Metro IIIEC FXD,Barcelona Spain,Swifair,0,2,2
7/29/1998,Brazil,Embraer 110,Embraer 110 BandeirantePT LGN,Manacapuru River Brazil,Aero Taxi Selva,0,5,24
7/30/1998,India,Dornier,Dornier 228 201VT,Kochi India,Alliance Airlines,2,6,6
