Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
1979-12-22,Peru,de Havilland Canada,de Havilland Canada DHC 5 BuffaloFAP,Near Puerto Rico Esperanza Peru,Fuerza Aérea del Peru ,0,29,29
1979-12-23,Papua,GAF Nomad,GAF Nomad 22BP2 DNL,Menari Papua,Airways GuineaDouglas New,0,16,16
1979-12-23,Turkey,Fokker,Fokker F 28 Fellowship 1000TC,Ankara Turkey,Turkish Airlines (THY),0,41,45
1980-01-02,Haiti,Britten Norman BN,Britten Norman BN IslanderHH CNC,HaitiHaïti Air Inter,Air Inter,0,9,9
1980-01-11,Atlantic Ocean,Cessna 441,Cessna 441 ConquestN442NC,Over the Atlantic OceanPrivate charter,Private Charter,0,2,2
1980-01-14,Alaska,Cessna,Cessna 185AN1690Z,Shungnak Alaska,Ambler Air Service,0,7,9
1980-01-21,near,Boeing,Boeing B 727,Elburz Mtns. near,Iran          Tehran Iran Air,0,128,128
1980-01-24,Burma,Fairchild,Fairchild FH 227H5003,Near Mandalay Burma,Force Air Burma of Union - Military,0,43,44
1980-02-03,Cuba,Yakovlev,Yakovlev YAK 40CU,Baracoa Cuba,Aviacon de Cubana,0,1,37
1980-02-21,NSW,Beechcraft Super King Air,Beechcraft Super King Air 200VH AAV,Sydney NSW,Australia Advance Airlines,0,13,13
1980-02-21,Louisiana,Sikorsky,Sikorsky S 62AN442Y,Leeville Louisiana,Rotor Airs Inc - Air Taxi,0,6,7
1980-02-22,India,Fairchild,Fairchild C 119G?,Near Agra India,Force Air Indian - Military,1,46,47
1980-02-27,Philippines,Boeing,Boeing B 707,Manila Philippines,China Airlines (Taiwan),0,2,135
1980-03-14,Poland,Ilyushin,Ilyushin IL 62SP,Near Warsaw Poland,Lot Polish Airlines,0,87,87
1980-03-14,Turkey,Lockheed,Lockheed C 130H74,Near Yenice Turkey,U.S. Air Force - Military,0,18,18
1980-03-21,Texas,Piper,Piper PA 28,Houston Texas,Commuter Eagle,0,7,10
1980-03-21,Brazil,Sikorsky,Sikorsky S 76PT,Off Macae Brazil,VOTEC,0,14,14
1980-04-12,Brazil,Boeing,Boeing B 727,Florianopolis Brazil,Transbrasil,0,55,58
1980-04-14,Russia,Antonov,Antonov AN 24BCCCP,Krasnoyarsk Russia,Aeroflot,0,2,53
1980-04-24,Iran,Lockheed,Lockheed EC 130E Hercules62,Posht-i-Badam Iran,U.S. Air Force - Military,0,5,7
1980-04-25,Canary Islands,Boeing,Boeing B 727,Tenerife Canary Islands,Dan Air Services,0,146,146
1980-04-27,Thailand,Hawker Siddeley,Hawker Siddeley HS 748,Don Muang Thailand,Airways Thai,0,44,53
1980-06-02,Bolivia,Fairchild,Fairchild F 27JCP,Near Yachiba Bolivia,Boliviano Aereo Lloyd,0,13,13
1980-06-08,Angola,Yakovlev,Yakovlev YAK 40D2,Near Matala Angola,Angola de Aereas Lineas,0,29,29
1980-06-12,Russia,Yakovlev,Yakovlev YAK 40CCCP,Near Dushanbe Russia,Aeroflot,0,29,29
1980-06-12,Nebraska,Swearingen 226TC Metro,Swearingen 226TC Metro IIN6505,Valley Nebraska,Air Wisconsin,0,13,15
1980-07-08,Kazakhstan,Tupolev,Tupolev TU 154BCCCP,Near Alma-Ata Kazakhstan,USSRAeroflot,0,166,166
1980-08-01,Mexico,Douglas,Douglas DC 8,Cerro Lilio Mexico,Fuerza Aérea del Peru ,0,3,7
1980-08-06,Louisiana,Bell,Bell 205A 1 helicopterN95AL,Houma Louisiana,Logistics Air,0,13,13
1980-08-07,Mauretania,Tupolev,Tupolev TU 154B,Nouadhibou Mauretania,TAROM,0,1,168
1980-08-19,Saudi Arabia,Lockheed,Lockheed 1011 200 TriStarHZ,Riyadh Saudi Arabia,Arabian Airlines,0,301,301
1980-08-26,Indonesia,Vickers Viscount,Vickers Viscount 812PK IVS,Near Jakarta Indonesia,Bourag Indonesia Airlines,0,37,37
1980-09-05,France,Lockheed,Lockheed L 100,Near Montelimar France,Force Air Kuwait - Military,0,8,8
1980-09-10,Colombia,Douglas,Douglas C 47HK,Puerto Rico Olaya Colombia,Colombia Aeronorte,0,3,3
1980-09-12,Bahamas,Douglas,Douglas DC 3N75KW,Off Freeport Bahamas,Airlines Commuter Florida,0,34,34
1980-09-14,Zaire,Lockheed Hercules,Lockheed Hercules C 1309T,Kindu Zaire,Zaïroise Aérienne Force - Military,0,36,36
1980-09-15,Saudi Arabia,Lockheed,Lockheed C 130E453,Near Medina Saudi Arabia,Force Air Saudi Royal - ArabiaMilitary,0,89,89
1980-09-17,Zaire,De Havilland,de Havilland DHC 5 Buffalo9T,Near Kindu Zaire,Force Air Zairean - Military,0,36,36
1980-09-30,Afghanistan,Antonov,Antonov AN 12VCCCP,Badakshan Afghanistan,Force Air Soviet - Military,0,45,45
1980-11-12,Egypt,Lockheed,Lockheed C 141A67,Near Cairo Egypt,U.S. Air Force - Military,0,13,13
1980-11-19,South Korea,Boeing,Boeing B 747,Seoul South Korea,Korean Airlines,0,15,226
1980-11-24,Colombia,Douglas,Douglas C 47A,Near Medellin Colombia,Ados de General Direccion la de F.R.,0,20,20
1980-11-28,Texas,Douglas,Douglas DC 7BN816D,Pecos City Texas,Central Air Services,0,2,2
1980-12-05,Tanzania,Piper,Piper PA 42 Cheyenne5H,Dar es Salaam Tanzania,Aviation Tanzania,0,10,10
1980-12-21,Colombia,Aerospatiale Caravelle,Aerospatiale Caravelle 6RHK 1810,Near Rio Hacha Colombia,Caribe del Aereos Transportes,0,70,70
1980-12-23,Qatar,Lockheed,Lockheed L 1011,Qatar Qatar,Arabian Airlines,0,2,291
1981-01-14,West Germany,Lockheed,Lockheed C 130E Hercules69,Ramstein AFB West Germany,U.S. Air Force - Military,0,11,11
1981-01-20,Washington,Beechcraft,Beechcraft 99AN390CA,Spokane Washington,Airways Cascade,0,7,9
1981-02-07,Russia,Tupolev,Tupolev TU 104ACCCP,Near Leningrad Russia,Soviet Navy - Military,0,52,52
1981-02-11,U.S.A.,Lockheed,Lockheed 1339N520S,White Plains New,Corporate - YorkPrivate,0,8,8
1981-02-22,California,Sikorsky,Sikorsky S 62AN324Y,Avalon California,Helicopter - Air Taxi,0,2,8
1981-02-24,Brazil,Embraer 110P,Embraer 110P BandeirantePT GLB,Belem Brazil,VOTEC,0,11,14
1981-02-26,Philippines,Lockheed,Lockheed MC 130E,Off Tabones Island  Philippines,U.S. Air Force - Military,0,23,24
1981-03-10,Comoro Islands,Dassault,Dassault  Breguet Atlantique29,Moroni Comoro Islands,French Naval Aviation- Military,0,18,18
1981-03-15,Alaska,Boeing,Boeing RC 135S61,Shemya AFB Alaska,U.S. Air Force - Military,0,6,24
1981-03-26,Poland,Antonov,Antonov AN 24BSP,Redzikowo Poland,Lot Polish Airlines,0,1,52
1981-04-06,Bolivia,Douglas,Douglas C 47ACP,Laguna Soliz Bolivia,Urcupina,0,7,7
1981-04-07,Ohio,Learjet,Learjet 23N400PG,Cincinnati Ohio,International Freedom,0,1,2
1981-04-17,Colorado,Hadley Page 137Jetstream I / Cessna 206N11360 /,Hadley Page 137Jetstream I / Cessna 206N11360 / N4862F,Loveland Colorado,US Air,0,15,19
1981-04-28,Russia,Antonov,Antonov An 2TP	 CCCP,Batagay Russia,Aeroflot,0,12,12
1981-04-28,Indonesia,Douglas,Douglas C 47A,Pekanbaru Indonesia,Indonesia Airfast - Private,0,15,17
1981-05-06,Maryland,Boeing,Boeing EC 135N61,Near Fredrick Maryland,U.S. Air Force - Military,0,21,21
1981-05-07,Argentina,BAC,BAC One Eleven 529FRLV,Rio de la Plata Argentina,Austral Lineas Aeras (Argentina),0,31,31
1981-05-16,Angola,Lockheed,Lockheed L 100,Near Menongue Angola,TAAG Angola Airlines,0,4,4
1981-05-21,Mexico,Convair,Convair CV 440,Pinarete Mountain Mexico,Aereas Lineas,0,24,24
1981-05-22,Ecuador,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HC,Near Zumba Ecuador,TAME,0,18,18
1981-05-29,Egypt,Lockheed,Lockheed C 130H HerculesSU,Cairo Egypt,Force Air Egyptian - Military,0,17,17
1981-06-14,Russia,Ilyushin,Ilyushin IL 14CCCP,Ust-Barguzin Russia,Aeroflot,0,48,48
1981-06-26,England,Hawker Siddeley,Hawker Siddeley HS 748G,Nailstone England,Dan Air Services,0,3,3
1981-07-18,Armenia,Canadair,Canadair CL 44D4,Near Yerevan Armenia,TAR,0,4,4
1981-07-20,Somalia,Fokker,Fokker F 27 Friendship 600RF6O,Mogadishu Somalia,Somali Airlines ,0,50,50
1981-07-24,Madagascar,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3005R,MadagascarAir Madagascar,Air Madagascar,0,19,19
1981-07-25,Colombia,Douglas,Douglas C 53D,Caruru Colombia,Transamazonica,0,5,9
1981-07-27,Mexico,McDonnell Douglas,McDonnell Douglas DC 9,Chihuahua Mexico,Aeromexico,0,32,66
1981-08-22,Miao-li,Boeing,Boeing B 737,Near Sanyi Miao-li,Taiwan Far Eastern Air Transport,0,110,110
1981-08-24,Russia,Antonov,Antonov AN 24RV / Soviet Air Force TU,Near Zavitinsk Russia,Force Air Russian - Military / Aeroflot,0,31,32
1981-08-27,Colombia,Vickers Viscount,Vickers Viscount 745DHK 1320,Mt. Elena Colombia,Colombia Aeropesca,0,50,50
1981-08-29,Russia,Yakovlev,Yakovlev YAK 40CCCP,Zeya Russia,Aeroflot,0,3,34
1981-09-02,Colombia,Embraer 110P1,Embraer 110P1 BandeiranteHK 2651,Paipa Colombia,Aereo el Venado,0,21,22
1981-09-18,Russian,Yakovlev,Yakovlev YAK 40 / Mil Mi,Zeleznogorsk Russian,Russian - /Military Aeroflot,0,40,40
1981-09-21,Nevada,Lockheed,Lockheed C 130H Hercules74,Nellis AFB Nevada,U.S. Air Force - Military,0,7,70
1981-09-22,Turkey,Northrop,Northrop F 5A?,Near Babaeski Turkey,Force Air Turkish - Military,40,0,0
1981-09-29,Iran,Lockheed,Lockheed C 130H5,Tehran Iran,Force Air Iranian - Military,20,60,80
1981-10-01,Wyoming,Learjet,Learjet 24N44CJ,Casper Wyoming,Sky Train Air,0,3,3
1981-10-06,Netherlands,Fokker,Fokker F 28 Fellowship 4000PH,Moerdijk Netherlands,Maatschappij) Luchtvaart (Nederlandse NLM,0,17,17
1981-10-15,Austria,Cessna 404,Cessna 404 TitanOE FCT,Kufstein Austria,Flugdienst Oefag,0,9,9
1981-10-26,U.S.,Lockheed,Lockheed L 749A ConstellationHI,St. Thomas U.S.,Argo IslandsAerolineas Virgin,0,5,5
1981-10-31,Cameroon,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300TJ,Bafoussam Cameroon,Cameroon Airlines,0,1,24
1981-11-08,Mexico,McDonnell Douglas,McDonnell Douglas DC 9,Sierra de Guerro Mexico,Aeromexico,0,18,18
1981-11-16,Russia,Tupolev,Tupolev TU 154B,Norilsk Russia,Aeroflot,0,99,167
1981-11-19,Nepal,Pilatus,Pilatus PC 6/B2,Biratnagar Nepal,Royal Nepal Airlines,0,10,10
1981-11-30,Saint,Douglas,Douglas DC 6AN3486F,Castries Saint,Airways IslandGuyana Lucia,0,3,3
1981-12-01,near,McDonnell Douglas,McDonnell Douglas MD 81YU,Mt. San Pietro near,Corsica          Ajaccio,0,180,180
1981-12-05,Hawaii,Beech,Beech C 45HN8185H,Honolulu Hawaii,show air Parajump - Private,0,11,12
1981-12-16,Brunei,Aerospatiale,Aerospatiale Puma9M SSC,Kuala Belait Brunei,Helicopters Bristow,0,12,12
1981-12-18,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,Near Covenas Colombia,Colombia ACES,0,13,13
1982-01-07,USSRAeroflot,LET  410M,LET  410M TurbojetCCCP 67290,Near Gelendzhik USSRAeroflot,Aeroflot,0,18,18
1982-01-13,D.C.Air,Boeing,Boeing B 737,Washington D.C.Air,Florida,4,74,79
1982-01-14,Ethiopia,Antonov,Antonov AN 2671383,Near Addis Ababa Ethiopia,Force Air Ethiopian - Military,0,73,73
1982-01-25,Romania,Antonov,Antonov AN 24RVYR,Constanta Romania,TAROM,0,7,7
1982-02-03,Djbouti,Nord 2501,Nord 2501 Noratlas140/88JA,Djibouti Djbouti,Force Air French - Military,0,35,35
1982-02-06,South,Fairchild,Fairchild C 123?,Island of Cheju South,Force Air Korea South of Republic - KoreaMilitary,0,53,53
1982-02-07,India,Fairchild,Fairchild C 119G?,Near Sri Lankanagar India,Force Air Indian - Military,0,23,23
1982-02-09,Japan,McDonnell Douglas,McDonnell Douglas DC 8,Tokyo Japan,Japan Air Lines,0,24,174
1982-02-09,Philippines,Douglas,Douglas DC 3 (C,Mt. Ipao Philippines,Trans Air Services,0,3,32
1982-02-19,Colombia,Douglas,Douglas DC 6BFHK,Cerro el Tablazo Colombia,Columbia LAC,0,4,4
1982-02-21,Rhode Island,de Havilland DHC,de Havilland DHC  6,Providence Rhode Island,Pilgrim Airlines,0,1,12
1982-03-11,Norway,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300LN,Mehamn Norway,Flyveselksap Wideroe's,0,15,15
1982-03-19,Florida,Beechcraft Bonanza,Beechcraft Bonanza F35N567LT,Leesburg Florida,Private,0,3,3
1982-03-19,Illinois,Boeing,Boeing KC 135C58,Near Woodstock Illinois,U.S. Air Force - Military,0,27,27
1982-03-20,Indonesia,Fokker,Fokker F 28 Fellowship 1000PK,Branti Airport Indonesia,Garuda Indonesia Airlines,0,27,27
1982-03-26,Colombia,Vickers Viscount,Vickers Viscount 745DHK 2382,Queate Colombia,Colombia Aeropesca,0,21,21
1982-04-11,Alaska,Hughes,Hughes 369DN11058,Near Tanana Alaska,Copters Tundra - Taxi Air,0,3,3
1982-04-13,Turkey,Lockheed,Lockheed C 130H74,Near Erzurum Turkey,U.S. Air Force - Military,0,27,27
1982-04-26,Guangxi,Hawker Siddeley Trident,Hawker Siddeley Trident 2EB 266,Near Yangshuo Guangxi,China CAAC,0,112,112
1982-04-30,Gulf of Thailand,Sikorsky,Sikorsky S 76C,Gulf of Thailand Okanagan Helicopters,Okanagan Helicopters,0,13,13
1982-05-09,Yemen,de Havilland Canada,de Havilland Canada DHC 7,Off Aden Yemen,Alyemda,0,47,49
1982-05-12,Arkansas,Lockheed,Lockheed C 130E Hercules64,Judsonia Arkansas,U.S. Air Force - Military,0,7,7
1982-05-19,South Atlantic Ocean,Westland Sea King,Westland Sea King HC 4 (helicopter)ZA,South Atlantic OceanMilitary - Royal British Navy,Royal British Navy - Military,0,21,30
1982-05-25,Brazil,Boeing,Boeing B 737,Brazilia Brazil,VASP,0,2,118
1982-05-28,Indonesia,Aerospatiale 330G,Aerospatiale 330G PumaPK PDU,Off Natuma Island Indonesia,Pelita Air Service,0,10,10
1982-06-01,South,Fairchild,Fairchild C 12356,Near Songnam-si South,Force Air Korea South of Republic - KoreaMilitary,0,53,53
1982-06-08,Brazil,Boeing,Boeing B 727,Near Pacatuba Brazil,VASP,0,137,137
1982-06-12,Brazil,Fairchild,Fairchild  Hiller FH,Tabatinga Brazil,TABA,0,44,44
1982-06-22,India,Boeing,Boeing B 707,Bombay India,India Air,0,17,111
1982-06-24,Indonesia,Boeing,Boeing B 747G,Mount Galunggung Indonesia,Airways British,0,0,257
1982-06-28,USSRAeroflot,Yakovlev,Yakovlev YAK 42CCCP,Southern Belarus USSRAeroflot,Aeroflot,0,132,132
1982-07-03,Gabon,Cessna 404,Cessna 404 TitanTR LYQ,Oganda Gabon,Gabon Affaires Air,0,12,12
1982-07-06,Russia,Ilyushin,Ilyushin IL 62MCCCP,Near Moscow Russia,Aeroflot,0,90,90
1982-07-09,Louisiana,Boeing,Boeing B 727,Kenner Louisiana,Pan American World Airways,8,145,145
1982-07-11,Philippines,Hawker Siddeley,Hawker Siddeley HS 748,Jolo Philippines,Philippine Air Lines,0,4,30
1982-07-23,California,Bell,Bell UH 1B Huey HelicopterN87701,Castaic California,Helicopter Western,3,0,1
1982-08-11,Pacific Ocean,Boeing,Boeing B 747,Pacific OceanPan American World Airways,Pan American World Airways,0,1,285
1982-08-12,Myanmar,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300XY,Mindat Myanmar,Airways Burma,0,8,8
1982-08-14,Nicaragua,Arava,Arava 201223,Near Managua Nicaragua,Force Air Nicaraguan - Military,0,20,20
1982-08-14,Georgia,Let 410UVP Turbojet / Tupolev,Let 410UVP Turbojet / Tupolev TU 134V67191 / 65836,Sukhumi Georgia,USSRAeroflot / Aeroflot,0,11,11
1982-09-01,Ecuador,de Havilland Canada,de Havilland Canada DHC 4A CaribouHC,Near Valladolid Ecuador,Condor Aerolineas,0,44,44
1982-09-04,Brazil,Gates Learjet,Gates Learjet 25BPT JBQ,Rio Branco Brazil,Cia Brasiliera de Tratores,0,10,10
1982-09-11,West Germany,Boeing Vertol,Boeing Vertol CH 47C (helicopter)74,Near Mannheim West Germany,U.S. Army - Military,0,46,46
1982-09-13,Spain,McDonnell Douglas,McDonnell Douglas DC 10,Near Malaga Spain,Spantax,0,50,394
1982-09-29,Luxembourg,Ilyushin,Ilyushin IL 62MCCCP,Luxembourg Luxembourg,Aeroflot,0,7,77
1982-11-17,Taiwan,Bell,Bell 212B 2311,Off TaiwanFar Eastern Air Transport,Far Eastern Air Transport,0,15,15
1982-11-29,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 310HK,Quetame Colombia,Colombia de Centrales Aerolineas,0,22,22
1982-11-29,Angola,Antonov,Antonov AN 26D2,Lubango Angola,TAAG Angola Airlines,0,15,15
1982-12-07,Colorado,Swearingen SA.227AC Metro,Swearingen SA.227AC Metro IIIN30093,Near Pueblo Colorado,Pioneer Airlines,0,2,2
1982-12-09,Chile,Fairchild,Fairchild F 27JCC,La Serena Chile,Chile Aeronor,0,46,46
1982-12-09,Nicaragua,Mil,Mil Mi 8 (helicopter)265,Near San Andres de Bocay Nicaragua,Force Air Nicaraguan - Military,0,84,88
1982-12-23,Russia,Antonov,Antonov AN 26CCCP,Rostov-on-Don Russia,Aeroflot,0,16,16
1982-12-24,China,Ilyushin,Ilyushin IL 18BB,Guangzhou China,CAAC,0,25,69
1983-01-09,Minnesota46826/109,Convair,Convair 580 11AN844H,Brainerd Minnesota46826/109,,0,1,33
1983-01-11,Michigan,McDonnell Douglas,McDonnell Douglas DC 8,Detroit Michigan,United Air Lines,0,3,3
1983-01-16,Turkey,Boeing,Boeing B 727,Ankara Turkey,Turkish Airlines (THY),0,47,67
1983-02-13,North Carolina,Lockheed,Lockheed C 130H Hercules74,Fayetteville North Carolina,U.S. Air Force - Military,0,6,6
1983-03-09,Brazil,Bell,Bell 212PT HJN,Off Macae Brazil,Aereo Taxi Aeroleo,0,11,11
1983-03-10,Afghanistan,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300YA,Near Shach Goan Afghanistan,Bakhtar Afghan Airlines,0,19,19
1983-03-11,Venezuela,McDonnell Douglas,McDonnell Douglas DC 9,Barquisimeto VenezuelaAvensa,Avensa,0,23,50
1983-03-30,U.S.A.,Learjet,Learjet 25N51CA,New Jerseyark New Jersey,Central Airlines,0,2,2
1983-04-07,Alaska,Britten,Britten  Norman BN,Selawik Alaska,Munz Northern Airlines,0,2,3
1983-04-16,Sudan,Hawker Siddeley,Hawker Siddeley HS 748,Near Khartoum Sudan,Liberia Air,9,8,9
1983-04-19,Russia,Yakovlev,Yakovlev YAK 40CCCP,Leninakan Russia,Aeroflot,0,21,21
1983-04-19,Japan,Kawasaki,Kawasaki C 1 / Kawasaki C,Near Toba Japan,Force Self-Defence Air Japan,0,14,14
1983-04-26,Japan,Shin Meiwa,Shin Meiwa PS 15801,Iwakuni AB Japan,Force Defense Self Maritime Japan - Military,0,11,14
1983-04-29,Ecuador,Sud Aviation,Sud Aviation SE 210 Caravelle VIRHC,Guayaquil Ecuador,Ecuador SAN,0,8,100
1983-04-30,Florida,Convair,Convair CV 340141010,Jacksonville Florida,U.S. Navy - Military,0,15,15
1983-05-05,FL,Lockheed,Lockheed L 1011N334EA,En route Miami FL,Bahamas         Nassau - Eastern Air Lines,0,0,172
1983-05-05,Thailand,Fairchild,Fairchild C 123KL4K,Near Ban Ta Khli Thailand,Force Air Thai Royal - Military,0,30,30
1983-05-06,Russia,Antonov,Antonov AN 26?,Klyuchi Russia,Force Air Soviet - Military,0,33,37
1983-06-02,Indonesia,Fokker,Fokker F 28 Fellowship 3000RCPK,Tanjung Karang Indonesia,Garuda Indonesia Airlines,0,3,61
1983-06-02,Covington/Hebron,McDonnell Douglas,McDonnell Douglas DC 9,Cincinnati International Airport Covington/Hebron,Kentucky Air Canada,0,23,46
1983-06-06,Taiwan,Fairchild,Fairchild C 199G?,Off Quemoy Taiwan,Force Air China of Republic - Military,0,47,47
1983-06-08,Alaska,Lockheed,Lockheed L 188C ElectraN1968R,Near Cold Bay Alaska,Airways Aleutian Reeve,0,0,15
1983-06-16,Hawaii,Lockheed,Lockheed P 3B Orion152720,Kauai Hawaii,U.S. Navy - Military,0,14,14
1983-06-21,Mali,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300TZ,Niela Mali,Mali Air,0,7,7
1983-06-28,Nevada,Lockheed,Lockheed C 130H Hercules74,Las Vegas Nevada,U.S. Air Force - Military,0,6,6
1983-07-01,Guinea,Ilyushin,Ilyushin IL 62MB,Labe Guinea,CAAK,0,23,23
1983-07-11,Azuay,Boeing,Boeing B 737,Near Cuenca Azuay,Ecuador TAME,0,119,119
1983-07-16,UKBritish,Sikorsky,Sikorsky S 61N,Off Scilly Islands UKBritish,Helicopters Airways,0,20,26
1983-07-23,Manitoba,Boeing,Boeing B 767,Gimli Manitoba,Canada Air Canada,0,0,69
1983-08-17,Arizona,Piper,Piper PA 31,Grand Canyon Arizona,Las Vegas Airlines ,0,10,10
1983-08-30,Kazakastan,Tupolev,Tupolev TU 134ACCCP,Near Alma-Ata Kazakastan,USSRAeroflot,0,90,90
1983-09-01,Russia,Boeing,Boeing B 747,Near Sakhalin Island Russia,Korean Airlines,0,269,269
1983-09-02,British,Britten,Britten  Norman BN,Near Smithers British,Canada          Columbia Central Mountain Air Services,0,9,9
1983-09-14,China,Hawker Siddeley Trident 2E /,Hawker Siddeley Trident 2E /  II 28B,Guilin China,CAAC,0,11,106
1983-09-23,UAEGulf,Boeing,Boeing B 737,Near Mina Jebel Ali UAEGulf,Air,0,112,112
1983-09-28,Taiwan,Britten,Britten  Norman BN,Off Lanyu Island Taiwan,Taiwan Airlines ,0,10,10
1983-10-07,Brazil,Embraer 110C,Embraer 110C BandeirantePP SBH,Aracatuba Brazil,Regional Aéreas Lineas TAM,0,7,15
1983-10-08,Myanmar,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300XY,Near Lonkin Myanmar,Airways Burma,0,9,14
1983-10-11,Illinois,Hawker Siddeley,Hawker Siddeley HS 748,Pinckneyville Illinois,Illinois Air,0,10,10
1983-10-28,Pennsylvania,Shorts,Shorts 330 200N26288,Middletown Pennsylvania,Pennsylvania Airlines,0,1,30
1983-11-08,Huila,Boeing,Boeing B 737,Lubango Huila,Angola TAAG Angola Airlines,0,130,130
1983-11-23,Canada,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300C,Landsdowne House Canada,Airways Austin,0,4,7
1983-11-27,Spain,Boeing,Boeing B 747,Madrid-Barajas Spain,Avianca,0,181,192
1983-11-28,Nigeria,Fokker,Fokker F 28 Fellowship 20005N,Near Enugu Nigeria,Airways Nigeria,0,53,72
1983-12-07,Spain,Boeing,Boeing B 727,Near Madrid Spain,Aviaco / Airlines Iberia,0,93,135
1983-12-14,Colombia,Boeing,Boeing 707 373CHK,Near Medellin Colombia,Colombia TAMPA,22,3,3
1983-12-17,NorthWest Virgin Islandsia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200C,Paulatuk NorthWest Virgin Islandsia,Canada          Territory Inuvik Coastal Airways,0,2,12
1983-12-24,Russia,Antonov,Antonov AN 24CCCP,Leshukonskoye Russia,Aeroflot,0,44,49
1984-01-02,Jordan,CASA,CASA 212 A3 Aviocar 100324,Amman Jordan,Force Air Jordanian Royal - Military,0,13,13
1984-01-03,Russia,Mi,Mi  6CCCP,Novoagansk Russia,Aeroflot,0,38,76
1984-01-09,Missouri,Douglas,Douglas DC 3C,Saint Louis Missouri,Skycraft Air transport,0,1,2
1984-01-10,Bulgaria,Tupolev,Tupolev TU 134ALZ,Sofia Bulgaria,Balkan Bulgarian Airlines,0,50,50
1984-01-13,Bolivia,Douglas,Douglas EC 54UCP,Cochabamba Bolivia,Airways Bolivian East North,0,1,3
1984-01-28,Russia,Antonov,Antonov AN 24RVCCCP,Izhevsk Russia,Aeroflot,0,4,51
1984-01-30,Indiana,Swearingen SA.226TC Metro,Swearingen SA.226TC Metro IIN63Z,Terre Haute Indiana,Airways Britt,0,3,3
1984-02-16,Ethiopia,Antonov,Antonov AN 121506,Near Debre Zelt Ethiopia,Force Air Ethiopian - Military,0,26,38
1984-02-19,El,Bell,Bell UH 1H / Bell UH,Near San Gerardo El,Force Air Salvadoran - SalvadorMilitary,0,28,28
1984-02-28,U.S.A.,McDonnell Douglas,McDonnell Douglas DC 10,JFK Airport  new York,Scandinavian Airlines (SAS),0,0,177
1984-03-13,Colombia,Curtiss,Curtiss C 46AHK,Barranquilla Colombia,Colombia Aerosucre,0,4,6
1984-03-16,Bolivia,Fairchild,Fairchild F 27MCP,San Borja Bolivia,Boliviano Aereo Lloyd,0,23,23
1984-03-24,South,Sikorsky,Sikorsky CH 53D157132,Near Hunghae South,Corps Marine U.S. - KoreaMilitary,0,29,29
1984-03-24,Bolivia,Douglas,Douglas C 54CP,Near Rurrenabaque Bolivia,Reyes Frigorifico,0,5,5
1984-03-31,Bahamas,Cessna,Cessna 402BN44NC,Off  BiminiState Airlines,State Airlines,0,6,6
1984-04-18,Brazil,Embraer 110EJ Band./Embraer 110P,Embraer 110EJ Band./Embraer 110P Band.PT GJZ/PT,Imperatriz Brazil,VOTEC / VOTEC,0,19,35
1984-05-08,Egypt,McDonnel,McDonnel F 4E Phantom II?,Elbet Beni Salama Egypt,Force Air Egyptian - Military,19,2,2
1984-05-30,Pennsylvania,Lockheed,Lockheed L 188AF ElectraN5523,Chalkhill Pennsylvania,Zantop International Airlines,0,4,4
1984-06-04,Connecticut,Learjet,Learjet 23AN101PP,Windsor Locks Connecticut,Continental Air,0,3,3
1984-06-19,U.S.A.,Aerospeciale,Aerospeciale AS 350DN5784M,Island Beach New,Corp. Helicopters Raco - Taxi JerseyAir,0,3,3
1984-06-28,Brazil,Embraer 110C,Embraer 110C BandeirantePP SBC,Near Sao Pedro d' Aldeia Brazil,Regional Aéreas Lineas TAM,0,18,18
1984-07-11,Philippines,Bell,Bell UH 1H?,Off Buenavista Philippines,Force Air Philippine - Military,0,30,30
1984-07-12,Italy,Lockheed,Lockheed C 141B64,Sigonella AFB Italy,U.S. Air Force - Military,0,9,9
1984-07-21,American,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300N43SP,Tau Island American,Airways Island Pacific SamoaSouth,0,1,14
1984-08-02,Puerto Rico,Britten,Britten  Norman BN,Vieques Puerto Rico,Link Air RicoVieques,0,9,9
1984-08-04,Pakistan,Antonov,Antonov AN 12BPCCCP,Nawabshah Pakistan,Aeroflot,0,24,24
1984-08-05,Bangladesh,Fokker,Fokker F 27 Friendship 600S2,Dacca Bangladesh,Biman Bangladesh,0,49,49
1984-08-11,Tennessee,Douglas,Douglas DC 3N70003,Near Memphis Tennessee,Enterprises Aviation,0,3,3
