Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
1954-12-12,Slovakia,Douglas,Douglas C 47AOK,Bratislava Slovakia,Ceskoslovenske Aeroline,0,4,4
1954-12-18,U.S.A.,Douglas,Douglas DC 6BI,New York New,Italiane Aeree YorkLinee,0,26,32
1954-12-18,Venezuela,Douglas,Douglas C 47AYV,Near Bolivar Venezuela,Linea Aeropostal Venezolana,0,2,2
1954-12-22,Pennsylvania,Douglas,Douglas DC 3N24320,Pittsburgh Pennsylvania,Johnson Flying Service,0,10,28
1954-12-25,Ayrshire,Boeing,Boeing B377 10,Prestwick Ayrshire,Scotland British Overseas Airways,0,28,36
1954-12-31,Russia,Ilyushin,Ilyushin II 14?,Irkutsk Russia,Aeroflot,0,17,17
1955-01-01,Alaska,Douglas,Douglas C47?,Near Anchorage Alaska,U.S. Air Force - Military,0,12,12
1955-01-11,Ireland,Avro Shackleton,Avro Shackleton M 2 / Avro Shakleton M,Off Skellings Ireland,Force Air -Royal Military,0,18,18
1955-01-12,Covington,Martin 202A /,Martin 202A / DC 3N93211/N999B,Greater Cincinnati Airport Covington,Kentucky Trans World Airlines / Castleton Inc.,0,15,15
1955-01-15,Ontario,Grumman,Grumman G 73 MallardCF,London Ontario,Canada Ontario Hydro,0,1,5
1955-01-19,Iowa,Convair,Convair CV 340N73154,Des Moines Iowa,United Air Lines,0,0,39
1955-01-31,Colombia,Consolidated,Consolidated PBY 5 CatalinaHK,Lapadrera Colombia,Aviacion de Interamericana,0,5,5
1955-02-02,India,Douglas,Douglas DC 3VT,Nagpur India,Indian Airlines,0,10,10
1955-02-05,Nigeria,Bristol 170 Freighter,Bristol 170 Freighter 21EVR NAD,Near Calabar Nigeria,Airways African West,0,13,13
1955-02-13,Italy,Douglas,Douglas DC 6OO,Abruzzio Mountains Italy,Sabena,0,29,29
1955-02-19,U.S.A.,Martin,Martin 404N40416,Albuquerque New Mexico,Trans World Airlines,0,16,16
1955-02-26,Argentinade,de Havilland DH.104 Dove,de Havilland DH.104 Dove LQ XWW,Formosa Argentinade,Dove Havilland,0,6,7
1955-03-06,Brazil,Douglas,Douglas DC 3PP,Vitoria da Conquista Brazil,REAL,0,5,21
1955-03-07,Mexic,Lockheed 18,Lockheed 18 LodeStarXB ZEH,Near Cuidad de Valles Mexic,Private,0,6,6
1955-03-08,Mexico,Douglas,Douglas DC 3XA,Mascota Mexico,Mexicana,0,26,26
1955-03-09,Colombia,Douglas,Douglas C 47AHK,Trujillo Colombia,Avianca,0,8,8
1955-03-20,Missouri,Convair,Convair CV 240,Springfield Missouri,American Airlines,0,13,35
1955-03-22,Hawaii,Douglas,Douglas R6D 1 (C,Oahu Hawaii,U.S. Navy - Military,0,66,66
1955-03-26,U.S.A.,Boeing 377 Stratocruiser,Boeing 377 Stratocruiser 10 26N1032V,Off the Oregon coastPan American World Airways,Pan American World Airways,0,4,23
1955-04-02,Florida,Curtiss,Curtiss C 46AN51424,Off Pensacola Florida,Aaxico Airlines,0,2,2
1955-04-04,U.S.A.,Douglas,Douglas DC 6N37512,Islip New York,United Air Lines,0,3,3
1955-04-11,Sarawak,Lockheed 749A,Lockheed 749A ConstellationVT DEP,Off Great Natuna Island Sarawak,India Air,0,19,19
1955-04-18,Cameroons,De Havilland,de Havilland DH 114 Heron 1BF,Kupe Mountains Cameroons,Aeriens Transportes des Union,0,12,14
1955-05-18,Kenya,Douglas,Douglas DC 3VP,Mt. Kilimanjaro Kenya,Airways African East,0,20,20
1955-05-21,Venezuela,Douglas,Douglas C 47,Off Barcelona Venezuela,Linea Aeropostal Venezolana,0,4,16
1955-05-26,Alberta,Avro 685 York,Avro 685 York C 1CF,Edmonton Alberta,Canada Associated Airways,0,2,2
1955-06-03,Cameroon,Douglas,Douglas C 54AF,Fort Lamy Cameroon,Transport de Aéromaritime Union,0,3,3
1955-06-16,Paraguay,Lockheed,Lockheed 049 46,Near Asuncion Paraguay,Brasil do Panair,0,16,24
1955-06-18,Mexico,Curtiss,Curtiss C 46XA,Leon Mexico,Tigres Voladores,0,18,39
1955-07-14,Mexico,Douglas,Douglas DC 2,Oaxaca Mexico,Lineas Aereas Unidas,0,22,22
1955-07-17,Illinois,Convair,Convair CV 340,Chicago Illinois,Braniff Airlines,0,22,43
1955-07-27,Bulgaria,Lockheed 049,Lockheed 049 Constellation4X AKC,Near Petrich bulgaria,Al El,0,58,58
1955-08-04,Missouri,Convair,Convair CV 240,Fort Leonard Wood Missouri,American Airlines,0,30,30
1955-08-05,Russia,AeroflotL5057,AeroflotL5057,Near Voronezh Russia,Aeroflot,0,25,25
1955-08-11,West Germany,Fairchild C119G / Fairchild,Fairchild C119G / Fairchild C119G53 3222/53,Near Edelweiler West Germany,U.S. Air Force - Military,0,67,67
1955-08-26,Brazil,Douglas,Douglas DC 3PP,Caparao Mountain Brazil,Cruzeiro,0,13,13
1955-08-30,Nepal,Douglas,Douglas C 47AVT,Simra Nepal,Kalinga Airlines,0,2,3
1955-09-02,Burma,Douglas,Douglas DC 3XY,Lanywa Burma,Airways Burma of (Myanmar)Union,0,12,12
1955-09-08,California,Douglas,Douglas DC 3N74663,Burbank California,Air transport,1,2,33
1955-09-10,Cameroon,Latecoere 631 (flying,Latecoere 631 (flying boat)F BDRE,Near Banyo Cameroon,Hydro France Societe,0,16,16
1955-09-17,Alberta,Bristol 170 Freighter,Bristol 170 Freighter 31CF GBT,Near Thorhild Alberta,Canada Pacific Western Airlines,0,2,6
1955-09-22,Libya,Canadair,Canadair C 4 ArgonautG,Idris Libya,Airways Overseas British,0,15,47
1955-09-24,miles,Douglas,Douglas C 54AN90433,Pacific Ocean (1 miles,HI)Flying Tiger Line        Honolulu of west,0,3,5
1955-09-29,NorthWest Virgin Islandsia,Avro 685 York,Avro 685 York C 1CF,Yellowknife NorthWest Virgin Islandsia,Canada          Territory Associated Airways,0,1,2
1955-10-02,Peru,Douglas,Douglas C54AOB PAZ,Pico Oiriruma-Vinac Peru,Faucett,0,19,35
1955-10-06,Wyoming,Douglas,Douglas DC 4N30062,Near Centennial Wyoming,United Air Lines,0,66,66
1955-10-10,Austria,Convair,Convair CV 340,Near Vienna Austria,JAT Yugoslav Airlines,0,7,29
1955-11-01,Colorado,Douglas,Douglas DC 6BN37559,Longmont Colorado,United Air Lines,0,44,44
1955-11-17,Washingon,Douglas,Douglas C 54N88852,Seattle Washingon,Peninsular,0,28,74
1955-11-17,Nevada,Douglas,Douglas MC 54M44,Near Las Vegas Nevada,U.S. Air Force - Military,0,14,14
1955-11-20,Japan,Douglas,Douglas C124 DL Globemaster II51,Iwo Jima Japan,U.S. Air Force - Military,0,10,11
1955-11-30,California,Boeing,Boeing RB 52B52,Near Ballico California,U.S. Air Force - Military,0,10,10
1955-12-01,Brazil,Douglas,Douglas DC 3PP,Belem Brazil,Cruzeiro,0,6,6
1955-12-09,Russia,Li,Li  2CCCP,Khabarovsk Territory Russia,Aeroflot,0,21,21
1955-12-17,South Carolina,Curtiss,Curtiss C 46AN9904F,Hollywood South Carolina,Riddle Airlines,0,2,2
1955-12-19,Brazil,Douglas,Douglas DC 3?,Sao Paulo Brazil,Sud Do Cruzeiro,0,26,26
1955-12-21,Florida,Lockheed,Lockheed 749C 79,Jacksonville Florida,Eastern Air Lines ,0,17,17
1956-01-17,U.S.A.foundland,Douglas,Douglas DC 3CF,Oreway Newfoundland,Canada Quebecair,0,4,18
1956-01-18,Czechoslovakia,Douglas,Douglas DC 3OK,Torysa Czechoslovakia,Ceskoslovenske Aeroline,0,22,26
1956-01-28,France,Douglas,Douglas C 47F,Lyon France,Air France,0,3,3
1956-02-13,Canada,Bristol 170 Freighter,Bristol 170 Freighter 31CF FZU,Frobisher Bay Canada,Airways Central Maritime,0,2,2
1956-02-14,Quebec,Douglas,Douglas C 47,Near Fort Chimo Quebec,Canada Spartan Air Services,0,2,3
1956-02-17,California,Douglas,Douglas R5D239116,Near Niles California,Corps Marine U.S. - Military,0,40,40
1956-02-18,Malta,Avro 685 York,Avro 685 York C 1G,Near Zurrieg Malta,Scottish Airlines ,0,50,50
1956-02-20,Egypt,Douglas,Douglas DC 6BF,Near Cairo Egypt,Transport Aerien Intercontinentaux (France),0,52,64
1956-02-24,Syria,Douglas,Douglas DC 3YK,Near Aleppo Syria,Airways Syrian,0,19,19
1956-02-25,Pakistan,Douglas,Douglas C 47BAP,Jalkot Pakistan,Pakistan International Airlines,0,3,3
1956-03-21,India,Douglas,Douglas DC 3VT,Tezpur India,Indian Airlines,0,2,21
1956-03-28,England,Douglas,Douglas C 47BG,Largs England,Starways,0,1,3
1956-03-31,India,Douglas,Douglas C 47AVT,Indapur India,Operators Air National,0,3,3
1956-03-31,Thailand,Douglas,Douglas C 47AL2,Korat  ,Royal Thai Air Force,0,19,19
1956-04-01,Pennsylvania,Martin,Martin 404N40403,Pittsburgh Pennsylvania,Trans World Airlines,0,22,36
1956-04-02,Washington,Boeing 377 Stratocruiser,Boeing 377 Stratocruiser 10 30N74608,Seattle Washington,Northwest Orient Airlines,0,5,38
1956-04-09,Alaska,Aero Commander,Aero Commander  520B5386N,Skilak Lake Alaska,Cordova Airlines,0,6,6
1956-04-18,Brazil,Consolidated,Consolidated PBY 5A CatalinaPP,Parintins Brazil,Brasil do Panair,0,3,12
1956-04-30,England,Avro 685 York,Avro 685 York C 1G,London England,Scottish Airlines ,0,2,54
1956-05-15,Ontario,CF,CF  100 Mark 4B18367,Orleans Ontario,Canada Military - Royal Canadian Air Force,13,2,2
1956-05-15,Nepal,Douglas,Douglas DC 3VT,Kathmandu Nepal,Indian Airlines,1,14,31
1956-05-24,Guatemala,Douglas,Douglas C 47,Guatemala City Guatemala,Aviateca,0,30,31
1956-06-13,U.S.A.,Douglas,Douglas DC 3?,Over North CarolinaPiedmont,Piedmont,0,1,0
1956-06-20,U.S.A.,Lockheed,Lockheed 1049E 55 Super ConstellationYV,Asbury Park New Jersey,Linea Aeropostal Venezolana,0,74,74
1956-06-24,Nigeria,Canadair,Canadair C 4 ArgonautG,Kano Nigeria,Airways Overseas British,0,32,45
1956-06-30,Arizona,Douglas,Douglas DC 7 / Lockheed S ConstellationN6902C/N6324C,Grand Canyon Arizona,Trans World Airlines/ United Air Lines,0,128,128
1956-07-09,Michigan,Vickers,Vickers ViscountCF TGR,Near Flat Rock Michigan,Lines Air Canada Trans,0,1,35
1956-07-13,U.S.A.,Douglas,Douglas C 118A53,Near Brows Mills New Jersey,U.S. Air Force - Military,0,46,66
1956-07-15,Ireland,Convair,Convair CV 440,Shannon Ireland,Swissair,0,4,4
1956-07-16,Argentina,Douglas,Douglas DC 3LV,Rio Cuarto Argentina,Argentinas Aerolineas,0,18,18
1956-08-08,Burma,Douglas,Douglas DC 3XY,Thazi Burma,Airways Burma of Union,0,12,22
1956-08-29,Alaska,Douglas,Douglas DC 6BCF,Cold Bay Alaska,Canadian Pacific Air Lines,0,15,22
1956-09-09,Oklahoma,Douglas,Douglas DC 3 / Cessna 170BN33315 / N8143A,Bartlesville Oklahoma,Continental Airlines,0,0,18
1956-09-09,Jordan,Curtiss,Curtiss C 46A,Amman Jordan,Jordan International Airlines,0,1,57
1956-10-02,Alaska,Stinson,Stinson AT 19N 79069,Near Nome Alaska,Alaska Airlines,0,5,5
1956-10-10,England,Douglas,Douglas C188 B1311588,Off Land's End England,U.S. Navy - Military,0,59,59
1956-10-16,Pacific Ocean,Boeing  377,Boeing  377 StratocruiserN90943,Over the Pacific OceanPan American World Airways,Pan American World Airways,0,0,31
1956-10-19,India,Douglas,Douglas DC 3VT,Agartala India,Indian Airlines,0,3,3
1956-10-28,Mediterranean Sea,Curtiss,Curtiss C 46SU,Over the Mediterranean SeaMilitary - Egyptian Air Force,Egyptian Air Force - Military,0,16,16
1956-11-05,England,Handley Page,Handley Page HP 1 HermesG,Black Seabushe England,Britavia,0,7,80
1956-11-07,Norway,De Havilland,de Havilland DH 114 Heron 2BLN,Hommelfjell Norway,Braathens,0,2,12
1956-11-15,Nicaragua,Douglas,Douglas C 54A,Puerto Rico Somoza Nicaragua,Guest Aerovias,0,25,25
1956-11-17,Colombia,Douglas,Douglas DC 3HK,El Rucio Mountain Colombia,Pacifico del Aviacion Empresa,0,36,36
1956-11-24,Switzerland,Ilyushin,Ilyushin IL 12BOK,Near Eglisau Switzerland,Ceskoslovenske Aeroline,0,23,23
1956-11-24,France,Douglas,Douglas DC 6BI,Paris France,Italiane Aeree Linee,8,34,35
1956-11-27,Venezuela,Lockheed,Lockheed 749 79,Caracas Venezuela,Linea Aeropostal Venezolana,0,25,25
1956-12-08,Colombia,Consolidated,Consolidated PBY 5A CatalinaHK,Caqueta Colombia,AIDA,0,14,16
1956-12-09,British,Canadair,Canadair DC 4M,Near Chilliwack British,Canada          Columbia Trans Canada Air Lines,0,62,62
1956-12-12,France,Vickers 708,Vickers 708 ViscountF BGNK,Dannemois France,Air France,0,5,5
1956-12-22,Italy,Douglas,Douglas DC 3I,Mt. Giner Italy,Italiane Aeree Linee,0,21,21
1956-12-22,Germany,Convair,Convair CV 340,Grub Germany,JAT Yugoslav Airlines,0,3,30
1956-12-31,Saudi Arabia,Lockheed,Lockheed C 121C Super Constellation54,Dhahran Saudi Arabia Arabia,U.S. Air Force - Military,0,12,38
1957-01-06,Oklahoma,Convair,Convair CV 240,Owasso Oklahoma,American Airlines,0,1,10
1957-01-11,Argentina,Vickers 615 Viking,Vickers 615 Viking 1BT 11,Near Buenos Aires Argentina,Estado del Aereas Lineas,1,17,33
1957-01-23,Nicaragua,Douglas,Douglas DC 3AN,Ometepe Island Nicaragua,Lanica,0,16,16
1957-01-29,France,SNCASE SE.2010,SNCASE SE.2010 ArmagnacF BAVG,Paris France,Air France,0,2,70
1957-01-31,California,Douglas,Douglas DC 7B / U.S. Air Force F,Near Sunland California,Douglas Aircraft,3,5,6
1957-02-01,U.S.A.,Douglas,Douglas DC 6AN34954,New York,Northeast Airlines,0,21,101
1957-02-22,South Korea,Douglas,Douglas C 124C51,Kimpo Air Base South Korea,U.S. Air Force - Military,0,22,159
1957-03-02,Washington,Douglas,Douglas C 54BN90449,Blyn Washington,Alaska Airlines,0,5,5
1957-03-04,Japan,Curtiss,Curtiss C 46D,Near Miho AB Japan,Force Air Japanese,0,17,17
1957-03-05,England,Black Seaburn Beverley C Mark,Black Seaburn Beverley C Mark 1XH117,Drayton England,Force Air -Royal Military,2,18,22
1957-03-09,Colombia,Douglas,Douglas DC 3HK,El Soldado Colombia,Avianca,0,15,15
1957-03-14,England,Vickers Viscount,Vickers Viscount 701G ALWE,Manchester England,Airways European British,2,20,20
1957-03-17,Philippines,Douglas,Douglas C 47,Near Cebu Philippines,Force Air Philippine - Military,0,24,25
1957-03-18,Bolivia,Douglas,Douglas DC 3CP,Near Sayari Bolivia,Boliviano Aereo Lloyd,0,19,19
1957-03-22,North Pacific Ocean,Boeing,Boeing C 97C50,Over the North Pacific Ocean,U.S Air Force - Military,0,67,67
1957-04-07,Brazil,Curtiss,Curtiss C 46A,Bage Brazil,Varig,0,40,40
1957-04-08,Algeria,Douglas,Douglas DC 3F,Algiers Algeria,Air France,0,34,34
1957-04-10,Brazil,Douglas,Douglas DC 3PP,Anchieta Island Brazil,REAL,0,26,30
1957-04-15,Mexico,Consolidated,Consolidated B 24JXA,Merida Mexico,Mexicanos Aéreos Transportes,1,3,3
1957-04-17,Jordan,Vickers Valetta,Vickers Valetta C Mk.1VW832,Near El Quweira Jordan,Force Air -Royal Military,0,24,24
1957-04-20,Iraq,Lockheed Super,Lockheed Super ConstellationF BGNE,Jirkouk Iraq,Air France,0,1,0
1957-05-01,Hants,Vickers Viking,Vickers Viking 1BG AJBO,Black Seabushe Hants,England Eagle Aviation,0,34,35
1957-05-05,India,Douglas,Douglas C 47AVT,Santoshpur India,Indian Airlines,0,1,3
1957-05-09,Madrid,Bristol 170,Bristol 170 FreighterEC ADI,Barajas Madrid,Aviaco,0,37,37
1957-05-13,Greenland,Douglas,Douglas DC 4N68736,Narsarressuak Greenland,Airways Overseas U.S.,0,2,3
1957-05-13,Argentina,Vickers 615 Viking,Vickers 615 Viking 1BT 3,Near San Carlos de Bariloche Argentina,Estado del Aereas Lineas,0,16,16
1957-05-13,India,Douglas,Douglas DC 3VT,New Delhi India,Indian Airlines,3,2,2
1957-06-14,Russia,Ilyushin,Ilyushin P 14SP,Near Moscow Russia,Lot Polish Airlines,0,9,13
1957-06-18,Switzerland,Douglas,Douglas C 47BHB,Bodensee Switzerland,Swissair,0,9,9
1957-06-22,Maryland,Douglas,Douglas C 47AN88835,Near Clarksburg Maryland,Capital Airlines,0,3,3
1957-06-23,BC,Douglas,Douglas DC 3CF,Port Hardy BC,Canada Pacific Western,0,14,18
1957-06-24,Queensland,L,L  Hudson?,Horn Island Queensland,Australia Adastra Airways,0,6,0
1957-07-01,Pakistan,Douglas,Douglas DC 3AP,Bay of Bengal Pakistan,Pakistan International Airlines,0,24,24
1957-07-03,Quebec,Lockheed,Lockheed L 414 HudsonCF,Near Fort Rupert Quebec,Canada Kenting Air,0,4,4
1957-07-16,Taiwan,Douglas,Douglas C 47A,Near Hsinchu Taiwan,Force Air States United - (Formosa)Military,0,16,16
1957-07-16,Indonesia,Lockheed 1049C Super,Lockheed 1049C Super ConstellationPH LKT,Near Biak Indonesia,Royal Dutch Airlines KLM,0,58,68
1957-07-25,California,Convair,Convair CV 240N8405H,Daggett California,Western Airlines ,0,1,16
1957-08-11,Quebec,Douglas,Douglas DC 4CF,Near Issoudun Quebec,Canada Maritime Central Airways,0,79,79
1957-08-15,Denmark,Ilyushin,Ilyushin IL 14PCCCP,Copenhagen Denmark,Aeroflot,0,23,23
1957-08-20,India,Douglas,Douglas DC 3VT,Assam India,Indamer,0,8,8
1957-08-29,Honduras,Douglas,Douglas DC 3XH,Near Juticalpa Honduras,Sahsa Airlines,0,12,12
1957-09-03,Venezuela,Douglas,Douglas DC 3YV,Niquitao Venezuela,Avensa,0,8,8
1957-09-15,Massachusetts,Douglas,Douglas DC 3N33417,New Bedford Massachusetts,Northeast Airlines,0,12,24
1957-09-27,Maharashtra,Let Aero,Let Aero 45SVT DHO,Bhiwandi Maharashtra,Indiaèkoda (India) Ltd,0,3,3
1957-09-28,Scotland,De Havilland,de Havilland DH 114 HeronG,Islay-Glenegedale Airport Scotland,Airways European British,0,3,3
1957-10-01,Russia,Ilyushin,Ilyushin IL 12 CCCP,Akshi Russia,Aeroflot,0,27,27
1957-10-03,Lebanon,Curtiss,Curtiss C 46A,Beirut Lebanon,Airways International Lebanese,0,27,27
1957-10-18,Brazil,Douglas,Douglas C 47APP,Porto Alegre Brazil,Varig,0,2,2
1957-10-23,Ireland,Vickers 802,Vickers 802 ViscountG AOJA,Belfast Ireland,Airways European British,0,7,7
1957-10-28,Spain,Douglas,Douglas DC 3EC,Madrid Spain,Iberia Airlines,0,21,21
1957-10-30,Mexico,Fairchild,Fairchild C 82AXA,Near Campeche Mexico,Mexicanos Aereos Transportes,0,3,3
1957-11-03,West Virgin Islandsia,Douglas,Douglas DC 4D,Dusseldorf West Virgin Islandsia,Company GermanyHerfurtner,1,7,10
1957-11-04,Russia,Ilushin,Ilushin Il 14YR,Moscow Russia,TAROM,0,4,16
1957-11-06,England,Bristol Britannia,Bristol Britannia 175G ANCA,Bristol England,Co. Aeroplane Bristol,0,15,15
1957-11-08,Hawaii,Boeing,Boeing   377,900 miles E of Honolulu Hawaii,Pacific Ocean Pan American World Airways,0,44,44
1957-11-15,England,Short Solent 3 (flying,Short Solent 3 (flying boat)G AKNU,Chessell Down England,Airways Aquilla,0,43,58
